,Player,Team,POS,RushingAtt,RushingYds,RushingTD,Receptions,ReceivingYds,ReceivingTD,FL,FPTS,PassingAtt,CMP,PassingYds,PassingTD,INTS
40,Treylon Burks,TEN,WR,4.0,,0.3,59.6,855.2,5.2,1.2,118.3,0.0,0.0,,0.0,0.0
41,Drake London,ATL,WR,0.8,,0.0,68.4,901.7,4.8,1.2,117.2,0.0,0.0,,0.0,0.0
42,Allen Lazard,GB,WR,1.4,,0.0,56.4,760.6,6.6,0.4,116.1,0.0,0.0,,0.0,0.0
43,Christian Kirk,JAC,WR,0.8,,0.0,71.3,873.3,4.6,0.5,114.4,0.0,0.0,,0.0,0.0
44,Brandon Aiyuk,SF,WR,2.9,,0.0,60.3,817.4,5.3,0.5,114.2,0.0,0.0,,0.0,0.0
45,Mecole Hardman,KC,WR,8.4,,0.4,58.5,737.5,4.6,1.0,108.1,0.0,0.0,,0.0,0.0
46,DeAndre Hopkins,ARI,WR,0.0,,0.0,58.4,738.5,5.4,0.5,105.4,0.0,0.0,,0.0,0.0
47,Kenny Golladay,NYG,WR,0.0,,0.0,55.8,789.6,4.5,0.4,104.9,0.0,0.0,,0.0,0.0
48,Marquez Valdes-Scantling,KC,WR,0.6,,0.0,45.6,742.9,4.9,0.1,104.1,0.0,0.0,,0.0,0.0
49,Jakobi Meyers,NE,WR,0.4,,0.0,72.6,818.8,3.8,0.5,103.7,0.0,0.0,,0.0,0.0
50,DeVante Parker,NE,WR,0.0,,0.0,56.4,753.6,4.7,0.4,102.9,0.0,0.0,,0.0,0.0
51,Kadarius Toney,NYG,WR,8.8,,0.1,63.2,735.2,3.8,0.5,101.8,0.0,0.0,,0.0,0.0
52,Chris Olave,NO,WR,0.4,,0.0,51.6,741.4,4.8,0.7,101.5,0.0,0.0,,0.0,0.0
53,Russell Gage,TB,WR,0.2,,0.0,63.3,716.6,5.1,0.9,100.6,0.0,0.0,,0.0,0.0
54,Tyler Boyd,CIN,WR,2.7,,0.0,64.1,740.0,4.2,0.5,100.4,0.0,0.0,,0.0,0.0
55,Michael Gallup,DAL,WR,2.0,,0.0,50.0,705.5,4.8,0.4,100.2,0.0,0.0,,0.0,0.0
56,Jarvis Landry,NO,WR,3.0,,0.3,59.3,719.3,4.3,0.6,99.6,0.0,0.0,,0.0,0.0
57,Garrett Wilson,NYJ,WR,1.8,,0.0,54.3,745.6,4.2,1.2,98.6,0.0,0.0,,0.0,0.0
58,Jalen Tolbert,DAL,WR,0.4,,0.0,53.7,711.8,4.9,1.2,98.5,0.0,0.0,,0.0,0.0
59,Robbie Anderson,CAR,WR,3.7,,0.1,57.7,681.2,4.7,0.4,98.4,0.0,0.0,,0.0,0.0
60,Marvin Jones Jr.,JAC,WR,0.0,,0.0,57.1,685.4,4.8,0.4,96.5,0.0,0.0,,0.0,0.0
61,Skyy Moore,KC,WR,0.4,,0.0,49.0,670.4,4.8,1.2,94.0,0.0,0.0,,0.0,0.0
62,DJ Chark Jr.,DET,WR,0.2,,0.0,46.7,659.1,4.6,0.1,93.4,0.0,0.0,,0.0,0.0
63,Corey Davis,NYJ,WR,0.0,,0.0,46.8,658.8,4.0,0.5,89.1,0.0,0.0,,0.0,0.0
64,Van Jefferson,LAR,WR,1.9,,0.0,45.4,623.2,4.0,0.1,88.1,0.0,0.0,,0.0,0.0
65,Jahan Dotson,WAS,WR,0.4,,0.0,51.0,674.6,3.6,1.2,87.1,0.0,0.0,,0.0,0.0
66,Nico Collins,HOU,WR,0.0,,0.0,52.0,681.8,3.3,0.5,86.9,0.0,0.0,,0.0,0.0
67,K.J. Osborn,MIN,WR,0.2,,0.0,45.5,579.0,4.6,0.4,84.6,0.0,0.0,,0.0,0.0
68,Donovan Peoples-Jones,CLE,WR,0.0,,0.0,42.9,643.5,3.5,0.4,84.4,0.0,0.0,,0.0,0.0
69,George Pickens,PIT,WR,0.4,,0.0,52.8,656.3,3.4,1.2,84.0,0.0,0.0,,0.0,0.0
70,Curtis Samuel,WAS,WR,16.6,,0.8,44.3,502.1,3.4,0.5,83.9,0.0,0.0,,0.0,0.0
71,Kendrick Bourne,NE,WR,6.4,,0.1,42.1,543.5,3.8,0.5,82.0,0.0,0.0,,0.0,0.0
72,Julio Jones,TB,WR,0.0,,0.0,45.4,608.8,3.6,0.4,81.4,0.0,0.0,,0.0,0.0
73,Parris Campbell,IND,WR,0.5,,0.0,48.3,588.3,3.6,0.1,80.6,0.0,0.0,,0.0,0.0
74,Joshua Palmer,LAC,WR,0.0,,0.0,46.9,550.8,4.3,0.2,80.2,0.0,0.0,,0.0,0.0
75,Rondale Moore,ARI,WR,17.3,,0.6,51.5,507.7,2.8,0.6,79.8,0.0,0.0,,0.0,0.0
76,Randall Cobb,GB,WR,0.8,,0.0,42.6,545.0,4.2,0.5,78.9,0.0,0.0,,0.0,0.0
77,Nick Westbrook-Ikhine,TEN,WR,0.0,,0.0,42.2,541.7,3.8,0.5,76.3,0.0,0.0,,0.0,0.0
78,Christian Watson,GB,WR,1.2,,0.0,37.0,513.6,3.5,0.7,71.9,0.0,0.0,,0.0,0.0
79,Alec Pierce,IND,WR,0.0,,0.0,37.3,506.3,3.5,0.3,71.0,0.0,0.0,,0.0,0.0
80,KJ Hamler,DEN,WR,3.1,,0.0,39.2,507.6,3.0,0.1,70.5,0.0,0.0,,0.0,0.0
81,Laviska Shenault Jr.,JAC,WR,10.5,,0.3,44.5,469.0,2.8,0.4,69.9,0.0,0.0,,0.0,0.0
82,Jameson Williams,DET,WR,0.4,,0.0,37.5,514.0,2.9,0.6,67.9,0.0,0.0,,0.0,0.0
83,Jamison Crowder,BUF,WR,2.2,,0.2,44.3,462.6,3.2,0.5,67.3,0.0,0.0,,0.0,0.0
84,Sammy Watkins,GB,WR,0.6,,0.0,37.2,493.9,3.0,0.4,66.9,0.0,0.0,,0.0,0.0
85,Devin Duvernay,BAL,WR,4.9,,0.1,41.4,469.3,2.7,0.2,66.5,0.0,0.0,,0.0,0.0
86,A.J. Green,ARI,WR,0.0,,0.0,35.2,504.6,2.6,0.1,65.9,0.0,0.0,,0.0,0.0
87,Byron Pringle,CHI,WR,0.0,,0.0,37.3,469.8,2.8,0.2,63.8,0.0,0.0,,0.0,0.0
88,Cedrick Wilson Jr.,MIA,WR,0.6,,0.0,38.3,459.3,3.1,0.5,63.6,0.0,0.0,,0.0,0.0
89,Wan'Dale Robinson,NYG,WR,5.7,,0.1,39.9,452.0,2.4,0.3,62.7,0.0,0.0,,0.0,0.0
90,Sterling Shepard,NYG,WR,0.8,,0.0,46.9,483.2,2.4,0.4,62.5,0.0,0.0,,0.0,0.0
91,Bryan Edwards,ATL,WR,0.2,,0.0,32.8,465.2,2.4,0.1,60.8,0.0,0.0,,0.0,0.0
92,James Washington,DAL,WR,0.4,,0.0,27.1,399.9,3.3,0.1,59.6,0.0,0.0,,0.0,0.0
93,Velus Jones Jr.,CHI,WR,1.0,,0.0,31.6,406.9,2.5,0.3,55.6,0.0,0.0,,0.0,0.0
94,Braxton Berrios,NYJ,WR,5.2,,0.9,35.2,354.7,2.0,0.5,55.2,0.0,0.0,,0.0,0.0
95,Zay Jones,JAC,WR,0.4,,0.0,35.2,422.1,2.3,0.4,55.0,0.0,0.0,,0.0,0.0
96,Chris Conley,HOU,WR,0.0,,0.0,34.0,414.3,2.2,0.2,54.0,0.0,0.0,,0.0,0.0
97,Nelson Agholor,NE,WR,1.5,,0.0,28.1,379.3,2.3,0.1,52.6,0.0,0.0,,0.0,0.0
98,Romeo Doubs,GB,WR,0.7,,0.0,28.4,379.5,2.4,1.1,50.9,0.0,0.0,,0.0,0.0
99,Olamide Zaccheaus,ATL,WR,0.4,,0.0,29.0,374.8,2.2,0.1,50.5,0.0,0.0,,0.0,0.0
100,Terrace Marshall Jr.,CAR,WR,0.0,,0.0,29.6,367.6,2.3,0.1,50.3,0.0,0.0,,0.0,0.0
101,Jauan Jennings,SF,WR,0.0,,0.0,28.6,325.3,2.6,0.1,48.1,0.0,0.0,,0.0,0.0
102,Amari Rodgers,GB,WR,1.5,,0.0,26.3,341.3,2.3,0.4,48.0,0.0,0.0,,0.0,0.0
103,David Bell,CLE,WR,1.2,,0.0,28.5,357.0,1.9,0.6,47.1,0.0,0.0,,0.0,0.0
104,Isaiah McKenzie,BUF,WR,6.8,,0.3,28.2,280.9,2.2,0.2,46.7,0.0,0.0,,0.0,0.0
105,Quez Watkins,PHI,WR,0.0,,0.0,25.5,352.8,1.8,0.0,46.2,0.0,0.0,,0.0,0.0
106,Jalen Guyton,LAC,WR,4.4,,0.1,21.5,312.3,2.0,0.1,46.2,0.0,0.0,,0.0,0.0
107,Dee Eskridge,SEA,WR,4.3,,0.1,24.2,311.7,1.5,0.3,43.1,0.0,0.0,,0.0,0.0
108,James Proche II,BAL,WR,0.0,,0.0,26.0,311.6,1.8,0.1,42.0,0.0,0.0,,0.0,0.0
109,Freddie Swain,SEA,WR,0.5,,0.0,25.3,303.1,1.8,0.1,41.4,0.0,0.0,,0.0,0.0
110,Darius Slayton,NYG,WR,0.3,,0.0,23.6,316.3,1.7,0.4,40.9,0.0,0.0,,0.0,0.0
111,Keelan Cole Sr.,LV,WR,0.2,,0.0,19.4,274.3,1.7,0.0,37.7,0.0,0.0,,0.0,0.0
112,Marquez Callaway,NO,WR,1.8,,0.1,17.5,256.3,1.7,0.0,37.3,0.0,0.0,,0.0,0.0
113,Phillip Dorsett II,HOU,WR,0.5,,0.0,20.6,251.3,1.2,0.1,32.7,0.0,0.0,,0.0,0.0
114,Josh Reynolds,DET,WR,0.0,,0.0,16.9,233.5,1.6,0.1,32.6,0.0,0.0,,0.0,0.0
115,Rashard Higgins,CAR,WR,0.3,,0.0,17.4,233.7,1.2,0.1,31.0,0.0,0.0,,0.0,0.0
116,Tylan Wallace,BAL,WR,0.0,,0.0,16.1,208.1,1.3,0.1,28.7,0.0,0.0,,0.0,0.0
117,Laquon Treadwell,JAC,WR,0.0,,0.0,15.9,211.6,1.3,0.0,28.6,0.0,0.0,,0.0,0.0
118,Anthony Schwartz,CLE,WR,1.1,,0.0,15.1,200.6,1.3,0.1,28.5,0.0,0.0,,0.0,0.0
119,Jaylon Moore,BAL,WR,0.0,,0.0,16.8,202.8,1.3,0.0,28.2,0.0,0.0,,0.0,0.0
120,Keke Coutee,IND,WR,0.0,,0.0,17.8,204.4,1.3,0.0,28.1,0.0,0.0,,0.0,0.0
121,Noah Brown,DAL,WR,0.0,,0.0,15.9,189.0,1.3,0.1,26.7,0.0,0.0,,0.0,0.0
122,Ben Skowronek,LAR,WR,0.0,,0.0,15.1,185.0,1.3,0.0,26.5,0.0,0.0,,0.0,0.0
123,KhaDarel Hodge,ATL,WR,0.0,,0.0,13.9,206.3,0.9,0.0,26.0,0.0,0.0,,0.0,0.0
124,Jamal Agnew,JAC,WR,8.6,,0.4,12.0,135.8,0.7,0.1,25.5,0.0,0.0,,0.0,0.0
125,Montrell Washington,DEN,WR,0.0,,0.0,13.0,174.0,1.0,0.0,23.4,0.0,0.0,,0.0,0.0
126,Equanimeous St. Brown,CHI,WR,0.0,,0.0,13.0,179.4,0.9,0.1,23.3,0.0,0.0,,0.0,0.0
127,Dez Fitzpatrick,TEN,WR,0.0,,0.0,13.1,175.3,1.0,0.0,23.3,0.0,0.0,,0.0,0.0
128,Dyami Brown,WAS,WR,0.0,,0.0,11.7,180.4,0.9,0.0,23.1,0.0,0.0,,0.0,0.0
129,Quintez Cephus,DET,WR,0.0,,0.0,11.0,149.2,1.3,0.0,22.8,0.0,0.0,,0.0,0.0
130,Zach Pascal,PHI,WR,0.3,,0.0,11.6,147.3,1.1,0.0,21.6,0.0,0.0,,0.0,0.0
131,Ty Montgomery,NE,WR,9.7,,0.5,10.3,99.2,0.5,0.0,21.5,0.0,0.0,,0.0,0.0
132,Kalif Raymond,DET,WR,0.7,,0.0,12.5,150.5,1.0,0.0,21.5,0.0,0.0,,0.0,0.0
133,Calvin Austin III,PIT,WR,0.0,,0.0,15.3,180.4,0.6,0.1,21.4,0.0,0.0,,0.0,0.0
134,Chester Rogers,HOU,WR,0.0,,0.0,14.4,161.2,0.8,0.0,20.7,0.0,0.0,,0.0,0.0
135,Erik Ezukanma,MIA,WR,0.0,,0.0,10.9,149.1,1.0,0.1,20.7,0.0,0.0,,0.0,0.0
136,Damiere Byrd,ATL,WR,0.0,,0.0,13.1,152.0,0.7,0.1,19.5,0.0,0.0,,0.0,0.0
137,Chris Moore,HOU,WR,0.0,,0.0,14.0,152.3,0.7,0.1,19.3,0.0,0.0,,0.0,0.0
138,Ihmir Smith-Marsette,MIN,WR,0.0,,0.0,11.4,141.6,0.8,0.1,19.0,0.0,0.0,,0.0,0.0
139,Breshad Perriman,TB,WR,0.0,,0.0,9.3,133.0,0.9,0.0,18.9,0.0,0.0,,0.0,0.0
140,Antoine Wesley,ARI,WR,0.0,,0.0,11.0,135.6,0.9,0.0,18.8,0.0,0.0,,0.0,0.0
141,Cody Hollister,TEN,WR,0.0,,0.0,11.3,133.2,0.9,0.0,18.8,0.0,0.0,,0.0,0.0
142,Cam Sims,WAS,WR,0.0,,0.0,10.0,139.3,0.8,0.0,18.7,0.0,0.0,,0.0,0.0
143,Ray-Ray McCloud,SF,WR,0.0,,0.0,12.4,139.8,0.8,0.0,18.7,0.0,0.0,,0.0,0.0
144,Lynn Bowden Jr.,MIA,WR,2.3,,0.1,11.4,117.5,0.6,0.0,17.4,0.0,0.0,,0.0,0.0
145,Ja'Marcus Bradley,CLE,WR,0.0,,0.0,10.0,129.0,0.7,0.0,17.0,0.0,0.0,,0.0,0.0
146,Kristian Wilkerson,NE,WR,0.0,,0.0,10.1,117.7,0.8,0.0,16.3,0.0,0.0,,0.0,0.0
147,Tutu Atwell,LAR,WR,0.0,,0.0,8.8,112.2,0.8,0.1,15.7,0.0,0.0,,0.0,0.0
148,Ashton Dulin,IND,WR,1.2,,0.1,8.1,107.2,0.6,0.1,15.4,0.0,0.0,,0.0,0.0
149,Brandon Zylstra,CAR,WR,0.0,,0.0,9.4,119.0,0.6,0.1,15.3,0.0,0.0,,0.0,0.0
150,Albert Wilson,MIN,WR,4.4,,0.2,7.5,77.2,0.5,0.0,15.0,0.0,0.0,,0.0,0.0
151,Trent Sherfield,MIA,WR,0.0,,0.0,8.9,110.5,0.6,0.0,14.8,0.0,0.0,,0.0,0.0
152,Tyquan Thornton,NE,WR,0.0,,0.0,8.7,102.5,0.7,0.1,14.1,0.0,0.0,,0.0,0.0
153,Tyler Johnson,TB,WR,0.0,,0.0,8.8,101.1,0.6,0.0,13.7,0.0,0.0,,0.0,0.0
154,Juwan Johnson,NO,WR,0.0,,0.0,9.3,93.5,0.7,0.0,13.3,0.0,0.0,,0.0,0.0
155,Richie James Jr.,NYG,WR,0.0,,0.0,8.0,100.2,0.5,0.1,12.8,0.0,0.0,,0.0,0.0
156,Samori Toure,GB,WR,0.0,,0.0,6.8,80.6,0.7,0.0,12.4,0.0,0.0,,0.0,0.0
157,Juwann Winfree,GB,WR,0.0,,0.0,7.2,83.8,0.6,0.0,12.0,0.0,0.0,,0.0,0.0
158,Jeff Smith,NYJ,WR,0.0,,0.0,6.7,90.3,0.5,0.0,11.7,0.0,0.0,,0.0,0.0
159,Danny Gray,SF,WR,0.0,,0.0,7.8,90.6,0.5,0.1,11.6,0.0,0.0,,0.0,0.0
160,Terry Godwin,TEN,WR,0.0,,0.0,6.9,85.7,0.5,0.0,11.6,0.0,0.0,,0.0,0.0
161,Penny Hart,SEA,WR,0.0,,0.0,8.0,85.2,0.5,0.0,11.5,0.0,0.0,,0.0,0.0
162,Dazz Newsome,CHI,WR,0.0,,0.0,6.4,84.1,0.5,0.0,11.1,0.0,0.0,,0.0,0.0
163,Simi Fehoko,DAL,WR,0.0,,0.0,6.1,80.2,0.5,0.0,11.1,0.0,0.0,,0.0,0.0
164,Khalil Shakir,BUF,WR,0.7,,0.0,6.6,78.2,0.5,0.0,11.1,0.0,0.0,,0.0,0.0
165,Preston Williams,MIA,WR,0.0,,0.0,6.7,79.2,0.5,0.0,11.0,0.0,0.0,,0.0,0.0
166,Auden Tate,ATL,WR,0.0,,0.0,6.2,80.0,0.5,0.0,10.7,0.0,0.0,,0.0,0.0
167,Jalen Reagor,PHI,WR,3.1,,0.1,5.7,61.8,0.4,0.1,10.7,0.0,0.0,,0.0,0.0
168,Deonte Harty,NO,WR,1.3,,0.0,4.7,63.9,0.5,0.0,10.6,0.0,0.0,,0.0,0.0
169,David Moore,CHI,WR,0.0,,0.0,6.3,80.7,0.4,0.0,10.6,0.0,0.0,,0.0,0.0
170,Marcus Johnson,SF,WR,0.0,,0.0,6.0,73.9,0.5,0.0,10.6,0.0,0.0,,0.0,0.0
171,Kendall Hinton,DEN,WR,0.0,,0.0,4.8,77.5,0.5,0.0,10.5,0.0,0.0,,0.0,0.0
172,Christian Blake,PIT,WR,0.0,,0.0,6.8,76.7,0.5,0.0,10.4,0.0,0.0,,0.0,0.0
173,Tre'Quan Smith,NO,WR,0.0,,0.0,6.5,69.9,0.5,0.0,10.0,0.0,0.0,,0.0,0.0
174,Dezmon Patmon,IND,WR,0.0,,0.0,5.4,67.3,0.5,0.0,10.0,0.0,0.0,,0.0,0.0
175,Miles Boykin,PIT,WR,0.0,,0.0,5.8,74.3,0.4,0.0,9.8,0.0,0.0,,0.0,0.0
176,N'Keal Harry,CHI,WR,0.0,,0.0,5.8,75.5,0.4,0.0,9.7,0.0,0.0,,0.0,0.0
177,T.J. Vasher,DAL,WR,0.0,,0.0,5.6,64.9,0.6,0.0,9.7,0.0,0.0,,0.0,0.0
178,Kyle Philips,TEN,WR,0.0,,0.0,7.2,82.6,0.3,0.0,9.7,0.0,0.0,,0.0,0.0
179,Tajae Sharpe,CHI,WR,0.0,,0.0,5.9,71.4,0.4,0.0,9.6,0.0,0.0,,0.0,0.0
180,Racey McMath,TEN,WR,0.0,,0.0,5.4,70.9,0.4,0.0,9.5,0.0,0.0,,0.0,0.0
181,Mike Strachan,IND,WR,0.0,,0.0,5.8,68.2,0.5,0.0,9.5,0.0,0.0,,0.0,0.0
182,DeAndre Carter,LAC,WR,0.0,,0.0,5.4,64.8,0.4,0.0,8.8,0.0,0.0,,0.0,0.0
183,Greg Ward,PHI,WR,0.0,,0.0,5.3,61.7,0.4,0.0,8.6,0.0,0.0,,0.0,0.0
184,Andre Roberts,CAR,WR,0.0,,0.0,3.9,67.6,0.3,0.0,8.6,0.0,0.0,,0.0,0.0
185,Marquise Goodwin,SEA,WR,0.0,,0.0,4.8,67.1,0.3,0.0,8.5,0.0,0.0,,0.0,0.0
186,Mack Hollins,LV,WR,0.0,,0.0,4.0,59.0,0.4,0.0,8.3,0.0,0.0,,0.0,0.0
187,Nsimba Webster,CHI,WR,0.0,,0.0,3.0,65.1,0.3,0.0,8.1,0.0,0.0,,0.0,0.0
188,Tyron Johnson,LV,WR,0.0,,0.0,4.5,57.4,0.4,0.0,8.0,0.0,0.0,,0.0,0.0
189,Javon Wims,CLE,WR,0.0,,0.0,5.9,59.3,0.3,0.0,8.0,0.0,0.0,,0.0,0.0
190,Trent Taylor,CIN,WR,0.0,,0.0,4.6,56.4,0.4,0.0,7.9,0.0,0.0,,0.0,0.0
191,Trey Quinn,DEN,WR,0.0,,0.0,4.6,64.4,0.2,0.0,7.8,0.0,0.0,,0.0,0.0
192,Matthew Slater,NE,WR,0.0,,0.0,1.3,64.6,0.2,0.0,7.5,0.0,0.0,,0.0,0.0
193,Mohamed Sanu Sr.,MIA,WR,0.0,,0.0,5.8,54.2,0.4,0.0,7.5,0.0,0.0,,0.0,0.0
194,Mike Thomas,CIN,WR,0.0,,0.0,4.6,55.3,0.3,0.0,7.3,0.0,0.0,,0.0,0.0
195,Malik Turner,SF,WR,0.0,,0.0,3.4,51.9,0.3,0.0,7.2,0.0,0.0,,0.0,0.0
196,Tyrie Cleveland,DEN,WR,0.0,,0.0,3.5,53.1,0.3,0.0,7.2,0.0,0.0,,0.0,0.0
197,Seth Williams,DEN,WR,0.0,,0.0,4.1,50.8,0.3,0.0,7.1,0.0,0.0,,0.0,0.0
198,Cyril Grayson Jr.,TB,WR,0.0,,0.0,3.9,47.2,0.4,0.0,7.1,0.0,0.0,,0.0,0.0
199,Jaelon Darden,TB,WR,0.0,,0.0,3.4,48.1,0.3,0.0,6.6,0.0,0.0,,0.0,0.0
200,Jake Kumerow,BUF,WR,0.0,,0.0,3.6,44.0,0.3,0.0,6.4,0.0,0.0,,0.0,0.0
201,Stanley Morgan Jr.,CIN,WR,0.0,,0.0,4.5,50.6,0.2,0.0,6.4,0.0,0.0,,0.0,0.0
202,Malik Taylor,GB,WR,0.0,,0.0,3.6,43.2,0.3,0.0,6.3,0.0,0.0,,0.0,0.0
203,C.J. Board,NYG,WR,0.0,,0.0,2.7,47.0,0.2,0.0,6.1,0.0,0.0,,0.0,0.0
204,Greg Dortch,ARI,WR,0.0,,0.0,3.7,43.9,0.3,0.0,6.1,0.0,0.0,,0.0,0.0
205,Marquez Stevenson,BUF,WR,0.0,,0.0,3.6,40.7,0.3,0.0,6.1,0.0,0.0,,0.0,0.0
206,Bisi Johnson,MIN,WR,0.0,,0.0,4.5,42.8,0.3,0.0,5.9,0.0,0.0,,0.0,0.0
207,Trenton Irwin,CIN,WR,0.0,,0.0,3.5,39.8,0.3,0.0,5.8,0.0,0.0,,0.0,0.0
208,Lil'Jordan Humphrey,NE,WR,0.0,,0.0,3.4,42.6,0.3,0.0,5.8,0.0,0.0,,0.0,0.0
209,Jalen Nailor,MIN,WR,0.0,,0.0,3.4,39.9,0.3,0.0,5.8,0.0,0.0,,0.0,0.0
210,Shi Smith,CAR,WR,0.0,,0.0,3.3,40.7,0.2,0.0,5.4,0.0,0.0,,0.0,0.0
211,Devin Funchess,DET,WR,0.0,,0.0,3.0,39.0,0.2,0.0,5.3,0.0,0.0,,0.0,0.0
212,Dennis Houston,DAL,WR,0.0,,0.0,5.0,52.0,0.0,0.0,5.2,0.0,0.0,,0.0,0.0
213,Dante Pettis,CHI,WR,0.0,,0.0,2.9,40.9,0.2,0.0,5.2,0.0,0.0,,0.0,0.0
214,Steven Sims Jr.,PIT,WR,0.0,,0.0,3.7,38.5,0.2,0.0,5.1,0.0,0.0,,0.0,0.0
215,Denzel Mims,NYJ,WR,0.0,,0.0,3.0,37.9,0.2,0.0,5.0,0.0,0.0,,0.0,0.0
216,Keelan Doss,NYG,WR,0.0,,0.0,3.6,39.8,0.2,0.0,5.0,0.0,0.0,,0.0,0.0
217,Collin Johnson,NYG,WR,0.0,,0.0,3.5,39.6,0.2,0.0,5.0,0.0,0.0,,0.0,0.0
218,David Sills V,NYG,WR,0.0,,0.0,3.5,38.9,0.2,0.0,4.9,0.0,0.0,,0.0,0.0
219,Isaiah Coulter,CHI,WR,0.0,,0.0,3.0,38.9,0.2,0.0,4.9,0.0,0.0,,0.0,0.0
220,Jason Moore Jr.,LAC,WR,0.0,,0.0,2.8,34.2,0.3,0.0,4.9,0.0,0.0,,0.0,0.0
221,Trinity Benson,DET,WR,0.0,,0.0,3.0,36.8,0.2,0.0,4.7,0.0,0.0,,0.0,0.0
222,Scotty Miller,TB,WR,0.0,,0.0,2.5,33.0,0.2,0.0,4.6,0.0,0.0,,0.0,0.0
223,Geronimo Allison,ATL,WR,0.0,,0.0,3.1,35.3,0.2,0.0,4.6,0.0,0.0,,0.0,0.0
224,Cameron Batson,ATL,WR,0.0,,0.0,3.2,35.2,0.2,0.0,4.5,0.0,0.0,,0.0,0.0
225,Cody Thompson,SEA,WR,0.0,,0.0,3.2,34.9,0.2,0.0,4.5,0.0,0.0,,0.0,0.0
226,Andy Isabella,ARI,WR,0.0,,0.0,2.0,34.2,0.2,0.0,4.5,0.0,0.0,,0.0,0.0
227,Easop Winston Jr.,CLE,WR,0.0,,0.0,1.6,36.3,0.1,0.0,4.5,0.0,0.0,,0.0,0.0
228,Brandon Powell,LAR,WR,0.0,,0.0,1.7,29.1,0.2,0.0,3.8,0.0,0.0,,0.0,0.0
229,Dax Milne,WAS,WR,0.0,,0.0,2.3,27.9,0.2,0.0,3.8,0.0,0.0,,0.0,0.0
230,Bo Melton,SEA,WR,0.0,,0.0,2.8,32.3,0.1,0.0,3.5,0.0,0.0,,0.0,0.0
231,Joe Reed,LAC,WR,0.0,,0.0,1.4,28.4,0.1,0.0,3.5,0.0,0.0,,0.0,0.0
232,Daurice Fountain,KC,WR,0.0,,0.0,1.4,22.6,0.1,0.0,3.0,0.0,0.0,,0.0,0.0
233,Josh Gordon,KC,WR,0.0,,0.0,1.3,19.7,0.1,0.0,2.8,0.0,0.0,,0.0,0.0
234,Tre Nixon,NE,WR,0.0,,0.0,1.7,19.2,0.1,0.0,2.7,0.0,0.0,,0.0,0.0
235,Frank Darby,ATL,WR,0.0,,0.0,1.6,18.0,0.1,0.0,2.3,0.0,0.0,,0.0,0.0
236,J.J. Arcega-Whiteside,SEA,WR,0.0,,0.0,1.5,17.0,0.1,0.0,2.2,0.0,0.0,,0.0,0.0
237,Justin Watson,KC,WR,0.0,,0.0,0.9,10.3,0.1,0.0,1.6,0.0,0.0,,0.0,0.0
238,Gunner Olszewski,PIT,WR,0.0,,0.0,0.8,9.3,0.0,0.0,1.1,0.0,0.0,,0.0,0.0
239,Alex Erickson,WAS,WR,0.0,,0.0,0.2,4.1,0.0,0.0,0.5,0.0,0.0,,0.0,0.0
240,Slade Bolden,BAL,WR,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
241,John Hightower,PHI,WR,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
242,Isaiah Zuber,LV,WR,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
243,River Cracraft,MIA,WR,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
244,Deon Cain,PHI,WR,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
245,Willie Snead IV,SF,WR,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
246,Rico Gafford,GB,WR,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
247,Kevin White,NO,WR,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
248,Austin Mack,SF,WR,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
249,Dan Chisena,MIN,WR,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
250,Lawrence Cager,NYJ,WR,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
251,Corey Coleman,KC,WR,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
252,Tanner Gentry,BUF,WR,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
253,Robert Foster,NYG,WR,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
254,Kelvin Harmon,WAS,WR,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
255,Tavon Austin,BUF,WR,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
256,Tom Kennedy,DET,WR,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
257,Vyncint Smith,TB,WR,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
258,0,0,WR,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
