display_name,position,week,season,team,opp,game_location,spread_line,total_line,gsis_id,proj_team_score,Projection,salary,opp_Rank,Value,ProjectedOwnership,optimal_exposure,PotentialLeverage,last_update
Justin Herbert,QB,10,2025,LAC,PIT,home,-3.00,45.50,00-0036355,24.25,,,31.00,,,,,2025-11-11T00:07:43Z
Jalen Hurts,QB,10,2025,PHI,GB,away,1.50,45.50,00-0036389,22.00,,,10.00,,,,,2025-11-11T00:07:43Z
Davis Mills,QB,10,2025,HOU,JAX,home,1.50,37.50,00-0036898,18.00,,4500,28.00,3.44,4.77,1.37,-2.01,2025-11-11T00:07:43Z
Justin Fields,QB,10,2025,NYJ,CLE,home,1.50,37.50,00-0036945,18.00,,5200,6.00,2.94,1.80,3.88,1.98,2025-11-11T00:07:43Z
Trevor Lawrence,QB,10,2025,JAX,HOU,away,-1.50,37.50,00-0036971,19.50,,5100,1.00,3.02,2.32,2.79,0.63,2025-11-11T00:07:43Z
Mac Jones,QB,10,2025,SF,LA,home,5.50,49.50,00-0036972,22.00,,5000,7.00,3.18,5.74,1.18,-5.69,2025-11-11T00:07:43Z
Bryce Young,QB,10,2025,CAR,NO,home,-5.50,38.50,00-0039150,22.00,,5400,20.00,2.69,0.87,1.61,1.17,2025-11-11T00:07:43Z
Bo Nix,QB,10,2025,DEN,LV,home,-9.50,42.50,00-0039732,26.00,,,18.00,,,,,2025-11-11T00:07:43Z
Drake Maye,QB,10,2025,NE,TB,away,2.50,48.50,00-0039851,23.00,,6400,19.00,3.23,7.12,9.37,2.81,2025-11-11T00:07:43Z
Michael Penix Jr.,QB,10,2025,ATL,IND,away,6.50,48.50,00-0039917,21.00,,,17.00,,,,,2025-11-11T00:07:43Z
Caleb Williams,QB,10,2025,CHI,NYG,home,-4.50,45.50,00-0039918,25.00,,6000,26.00,3.23,6.42,6.46,0.83,2025-11-11T00:07:43Z
J.J. McCarthy,QB,10,2025,MIN,BAL,home,4.50,48.50,00-0039923,22.00,,4900,25.00,3.38,7.78,6.21,-2.68,2025-11-11T00:07:43Z
Jaxson Dart,QB,10,2025,NYG,CHI,away,4.50,45.50,00-0040691,20.50,,5700,30.00,3.26,7.18,9.77,3.62,2025-11-11T00:07:43Z
Dillon Gabriel,QB,10,2025,CLE,NYJ,away,-1.50,37.50,00-0040704,19.50,,4400,22.00,3.38,2.45,2.11,0.39,2025-11-11T00:07:43Z
Tyler Shough,QB,10,2025,NO,CAR,away,5.50,38.50,00-0040743,16.50,,4300,8.00,3.31,3.44,0.93,-0.79,2025-11-11T00:07:43Z
Kyle Juszczyk,RB,10,2025,SF,LA,home,5.50,49.50,00-0029892,22.00,,4000,1.00,0.50,0.26,0.52,0.26,2025-11-11T00:07:43Z
Raheem Mostert,RB,10,2025,LV,DEN,away,9.50,42.50,00-0031687,16.50,,,5.00,,,,,2025-11-11T00:07:43Z
Ameer Abdullah,RB,10,2025,IND,ATL,home,-6.50,48.50,00-0032104,27.50,,,24.00,,,,,2025-11-11T00:07:43Z
Derrick Henry,RB,10,2025,BAL,MIN,away,-4.50,48.50,00-0032764,26.50,,6800,13.00,2.08,9.04,9.88,-1.10,2025-11-11T00:07:43Z
Christian McCaffrey,RB,10,2025,SF,LA,home,5.50,49.50,00-0033280,22.00,,9000,1.00,2.63,31.62,28.14,-0.67,2025-11-11T00:07:43Z
Aaron Jones Sr.,RB,10,2025,MIN,BAL,home,4.50,48.50,00-0033293,22.00,,5200,27.00,2.01,3.88,4.65,0.46,2025-11-11T00:07:43Z
Dare Ogunbowale,RB,10,2025,HOU,JAX,home,1.50,37.50,00-0033854,18.00,,4000,9.00,0.25,0.01,,,2025-11-11T00:07:43Z
Alvin Kamara,RB,10,2025,NO,CAR,away,5.50,38.50,00-0033906,16.50,,5400,18.00,2.26,2.72,5.56,3.70,2025-11-11T00:07:43Z
Jeremy McNichols,RB,10,2025,WAS,DET,home,8.50,49.50,00-0033955,20.50,,4100,3.00,1.38,0.14,0.67,0.60,2025-11-11T00:07:43Z
Nick Chubb,RB,10,2025,HOU,JAX,home,1.50,37.50,00-0034791,18.00,,4600,9.00,1.65,0.28,1.37,1.23,2025-11-11T00:07:43Z
Saquon Barkley,RB,10,2025,PHI,GB,away,1.50,45.50,00-0034844,22.00,,,6.00,,,,,2025-11-11T00:07:43Z
Justice Hill,RB,10,2025,BAL,MIN,away,-4.50,48.50,00-0034975,26.50,,4300,13.00,1.24,0.08,0.34,0.30,2025-11-11T00:07:43Z
Devin Singletary,RB,10,2025,NYG,CHI,away,4.50,45.50,00-0035250,20.50,,4300,20.00,1.71,0.89,1.46,0.55,2025-11-11T00:07:43Z
Trayveon Williams,RB,10,2025,LAC,PIT,home,-3.00,45.50,00-0035291,24.25,,,11.00,,,,,2025-11-11T00:07:43Z
Ty Johnson,RB,10,2025,BUF,MIA,away,-8.50,50.50,00-0035537,29.50,,4000,28.00,0.85,0.32,0.97,0.82,2025-11-11T00:07:43Z
Craig Reynolds,RB,10,2025,DET,WAS,away,-8.50,49.50,00-0035567,29.00,,4000,17.00,0.12,0.01,,,2025-11-11T00:07:43Z
D'Ernest Johnson,RB,10,2025,NE,TB,away,2.50,48.50,00-0035628,23.00,,4000,25.00,0.12,0.01,,,2025-11-11T00:07:43Z
David Montgomery,RB,10,2025,DET,WAS,away,-8.50,49.50,00-0035685,29.00,,5000,17.00,2.06,7.78,7.95,-0.94,2025-11-11T00:07:43Z
Josh Jacobs,RB,10,2025,GB,PHI,home,-1.50,45.50,00-0035700,23.50,,,21.00,,,,,2025-11-11T00:07:43Z
Rico Dowdle,RB,10,2025,CAR,NO,home,-5.50,38.50,00-0036139,22.00,,6300,23.00,2.66,27.13,15.63,-14.94,2025-11-11T00:07:43Z
J.K. Dobbins,RB,10,2025,DEN,LV,home,-9.50,42.50,00-0036158,26.00,,,19.00,,,,,2025-11-11T00:07:43Z
Jonathan Taylor,RB,10,2025,IND,ATL,home,-6.50,48.50,00-0036223,27.50,,,24.00,,,,,2025-11-11T00:07:43Z
A.J. Dillon,RB,10,2025,PHI,GB,away,1.50,45.50,00-0036265,22.00,,,6.00,,,,,2025-11-11T00:07:43Z
D'Andre Swift,RB,10,2025,CHI,NYG,home,-4.50,45.50,00-0036275,25.00,,6100,31.00,2.03,5.06,5.63,1.83,2025-11-11T00:07:43Z
Chuba Hubbard,RB,10,2025,CAR,NO,home,-5.50,38.50,00-0036555,22.00,,5300,23.00,1.21,0.38,0.61,0.42,2025-11-11T00:07:43Z
Adam Prentice,RB,10,2025,DEN,LV,home,-9.50,42.50,00-0036727,26.00,,,19.00,,,,,2025-11-11T00:07:43Z
Jaret Patterson,RB,10,2025,LAC,PIT,home,-3.00,45.50,00-0036755,24.25,,,11.00,,,,,2025-11-11T00:07:43Z
Khalil Herbert,RB,10,2025,NYJ,CLE,home,1.50,37.50,00-0036906,18.00,,4000,2.00,0.11,0.00,,,2025-11-11T00:07:43Z
Kenneth Gainwell,RB,10,2025,PIT,LAC,away,3.00,45.50,00-0036919,21.25,,,15.00,,,,,2025-11-11T00:07:43Z
Michael Carter,RB,10,2025,ARI,SEA,away,7.00,44.50,00-0036924,18.75,,4000,12.00,0.15,0.00,,,2025-11-11T00:07:43Z
Travis Etienne Jr.,RB,10,2025,JAX,HOU,away,-1.50,37.50,00-0036973,19.50,,5700,10.00,2.39,8.74,8.17,-0.20,2025-11-11T00:07:43Z
Tyler Badie,RB,10,2025,DEN,LV,home,-9.50,42.50,00-0037085,26.00,,,19.00,,,,,2025-11-11T00:07:43Z
Tyler Goodson,RB,10,2025,IND,ATL,home,-6.50,48.50,00-0037120,27.50,,,24.00,,,,,2025-11-11T00:07:43Z
Zonovan Knight,RB,10,2025,ARI,SEA,away,7.00,44.50,00-0037157,18.75,,5500,12.00,1.61,1.20,0.70,0.15,2025-11-11T00:07:43Z
Jaylen Warren,RB,10,2025,PIT,LAC,away,3.00,45.50,00-0037228,21.25,,,15.00,,,,,2025-11-11T00:07:43Z
James Cook III,RB,10,2025,BUF,MIA,away,-8.50,50.50,00-0037248,29.50,,7500,28.00,2.28,19.99,19.51,0.82,2025-11-11T00:07:43Z
Rachaad White,RB,10,2025,TB,NE,home,-2.50,48.50,00-0037256,25.50,,6400,4.00,2.14,5.84,7.41,0.49,2025-11-11T00:07:43Z
Tyler Allgeier,RB,10,2025,ATL,IND,away,6.50,48.50,00-0037263,21.00,,,8.00,,,,,2025-11-11T00:07:43Z
Jerome Ford,RB,10,2025,CLE,NYJ,away,-1.50,37.50,00-0037267,19.50,,4800,22.00,0.98,0.09,0.96,0.91,2025-11-11T00:07:43Z
Jordan Mason,RB,10,2025,MIN,BAL,home,4.50,48.50,00-0037525,22.00,,6200,27.00,1.13,0.53,0.81,0.52,2025-11-11T00:07:43Z
Brian Robinson Jr.,RB,10,2025,SF,LA,home,5.50,49.50,00-0037746,22.00,,4500,1.00,0.76,0.16,0.01,-0.07,2025-11-11T00:07:43Z
Kyren Williams,RB,10,2025,LA,SF,away,-5.50,49.50,00-0037840,27.50,,6600,16.00,2.34,10.28,11.75,1.11,2025-11-11T00:07:43Z
Breece Hall,RB,10,2025,NYJ,CLE,home,1.50,37.50,00-0038120,18.00,,6000,2.00,2.42,9.29,8.98,-1.16,2025-11-11T00:07:43Z
Kenneth Walker III,RB,10,2025,SEA,ARI,home,-7.00,44.50,00-0038134,25.75,,5300,14.00,2.28,6.79,6.44,-0.21,2025-11-11T00:07:43Z
Zavier Scott,RB,10,2025,MIN,BAL,home,4.50,48.50,00-0038440,22.00,,4200,27.00,0.14,0.04,,,2025-11-11T00:07:43Z
Keaton Mitchell,RB,10,2025,BAL,MIN,away,-4.50,48.50,00-0038454,26.50,,4000,13.00,0.86,0.04,0.16,0.13,2025-11-11T00:07:43Z
Bijan Robinson,RB,10,2025,ATL,IND,away,6.50,48.50,00-0038542,21.00,,,8.00,,,,,2025-11-11T00:07:43Z
Tank Bigsby,RB,10,2025,PHI,GB,away,1.50,45.50,00-0038555,22.00,,,6.00,,,,,2025-11-11T00:07:43Z
Chris Rodriguez Jr.,RB,10,2025,WAS,DET,home,8.50,49.50,00-0038611,20.50,,4200,3.00,1.04,0.16,0.08,0.00,2025-11-11T00:07:43Z
Chris Brooks,RB,10,2025,GB,PHI,home,-1.50,45.50,00-0038685,23.50,,,21.00,,,,,2025-11-11T00:07:43Z
Emari Demercado,RB,10,2025,ARI,SEA,away,7.00,44.50,00-0038705,18.75,,4500,12.00,2.15,3.70,1.41,-1.20,2025-11-11T00:07:43Z
Emanuel Wilson,RB,10,2025,GB,PHI,home,-1.50,45.50,00-0038797,23.50,,,21.00,,,,,2025-11-11T00:07:43Z
Sean Tucker,RB,10,2025,TB,NE,home,-2.50,48.50,00-0038951,25.50,,4900,4.00,1.20,0.14,0.30,0.23,2025-11-11T00:07:43Z
Roschon Johnson,RB,10,2025,CHI,NYG,home,-4.50,45.50,00-0039021,25.00,,4100,31.00,0.19,0.21,,,2025-11-11T00:07:43Z
De'Von Achane,RB,10,2025,MIA,BUF,home,8.50,50.50,00-0039040,21.00,,7400,26.00,2.74,27.64,24.57,-1.56,2025-11-11T00:07:43Z
Jahmyr Gibbs,RB,10,2025,DET,WAS,away,-8.50,49.50,00-0039139,29.00,,8000,17.00,2.15,13.67,17.92,5.58,2025-11-11T00:07:43Z
Zach Charbonnet,RB,10,2025,SEA,ARI,home,-7.00,44.50,00-0039165,25.75,,5100,14.00,1.72,2.48,3.71,1.62,2025-11-11T00:07:43Z
George Holani,RB,10,2025,SEA,ARI,home,-7.00,44.50,00-0039299,25.75,,4000,14.00,0.20,0.02,,,2025-11-11T00:07:43Z
Audric Estime,RB,10,2025,NO,CAR,away,5.50,38.50,00-0039373,16.50,,4000,18.00,0.20,0.01,,,2025-11-11T00:07:43Z
Tyrone Tracy Jr.,RB,10,2025,NYG,CHI,away,4.50,45.50,00-0039384,20.50,,5800,20.00,2.06,3.82,4.41,1.35,2025-11-11T00:07:43Z
Kimani Vidal,RB,10,2025,LAC,PIT,home,-3.00,45.50,00-0039391,24.25,,,11.00,,,,,2025-11-11T00:07:43Z
Dylan Laube,RB,10,2025,LV,DEN,away,9.50,42.50,00-0039407,16.50,,,5.00,,,,,2025-11-11T00:07:43Z
Blake Corum,RB,10,2025,LA,SF,away,-5.50,49.50,00-0039738,27.50,,4600,16.00,1.42,1.08,0.12,-0.92,2025-11-11T00:07:43Z
Will Shipley,RB,10,2025,PHI,GB,away,1.50,45.50,00-0039746,22.00,,,6.00,,,,,2025-11-11T00:07:43Z
Terrell Jennings,RB,10,2025,NE,TB,away,2.50,48.50,00-0039757,23.00,,4900,25.00,1.27,0.28,0.98,0.84,2025-11-11T00:07:43Z
Rasheen Ali,RB,10,2025,BAL,MIN,away,-4.50,48.50,00-0039796,26.50,,4000,13.00,0.10,0.02,,,2025-11-11T00:07:43Z
Isaiah Davis,RB,10,2025,NYJ,CLE,home,1.50,37.50,00-0039798,18.00,,5000,2.00,1.23,0.29,0.61,0.46,2025-11-11T00:07:43Z
Jaylen Wright,RB,10,2025,MIA,BUF,home,8.50,50.50,00-0039874,21.00,,4000,26.00,0.23,0.10,,,2025-11-11T00:07:43Z
Ray Davis,RB,10,2025,BUF,MIA,away,-8.50,50.50,00-0039875,29.50,,4500,28.00,0.58,0.19,0.27,0.18,2025-11-11T00:07:43Z
Ashton Jeanty,RB,10,2025,LV,DEN,away,9.50,42.50,00-0040122,16.50,,,5.00,,,,,2025-11-11T00:07:43Z
Kaleb Johnson,RB,10,2025,PIT,LAC,away,3.00,45.50,00-0040142,21.25,,,15.00,,,,,2025-11-11T00:07:43Z
Dylan Sampson,RB,10,2025,CLE,NYJ,away,-1.50,37.50,00-0040162,19.50,,4700,22.00,0.98,0.10,0.37,0.32,2025-11-11T00:07:43Z
Ollie Gordon II,RB,10,2025,MIA,BUF,home,8.50,50.50,00-0040198,21.00,,4400,26.00,1.20,0.32,0.43,0.34,2025-11-11T00:07:43Z
Devin Neal,RB,10,2025,NO,CAR,away,5.50,38.50,00-0040202,16.50,,4400,18.00,1.05,0.26,0.04,-0.09,2025-11-11T00:07:43Z
Kyle Monangai,RB,10,2025,CHI,NYG,home,-4.50,45.50,00-0040236,25.00,,5600,31.00,1.94,7.25,2.82,-4.88,2025-11-11T00:07:43Z
LeQuint Allen Jr.,RB,10,2025,JAX,HOU,away,-1.50,37.50,00-0040238,19.50,,4000,10.00,0.48,0.02,,,2025-11-11T00:07:43Z
Jacory Croskey-Merritt,RB,10,2025,WAS,DET,home,8.50,49.50,00-0040242,20.50,,5200,3.00,1.75,1.50,2.56,1.31,2025-11-11T00:07:43Z
Josh Williams,RB,10,2025,TB,NE,home,-2.50,48.50,00-0040429,25.50,,,4.00,,,,,2025-11-11T00:07:43Z
Nathan Carter,RB,10,2025,ATL,IND,away,6.50,48.50,00-0040547,21.00,,,8.00,,,,,2025-11-11T00:07:43Z
Woody Marks,RB,10,2025,HOU,JAX,home,1.50,37.50,00-0040583,18.00,,5100,9.00,2.13,2.24,3.38,1.26,2025-11-11T00:07:43Z
Trevor Etienne,RB,10,2025,CAR,NO,home,-5.50,38.50,00-0040644,22.00,,4000,23.00,0.19,0.01,,,2025-11-11T00:07:43Z
Bhayshul Tuten,RB,10,2025,JAX,HOU,away,-1.50,37.50,00-0040719,19.50,,4700,10.00,1.19,0.18,0.45,0.36,2025-11-11T00:07:43Z
RJ Harvey,RB,10,2025,DEN,LV,home,-9.50,42.50,00-0040730,26.00,,,19.00,,,,,2025-11-11T00:07:43Z
TreVeyon Henderson,RB,10,2025,NE,TB,away,2.50,48.50,00-0040734,23.00,,5600,25.00,2.43,15.35,9.01,-6.17,2025-11-11T00:07:43Z
Quinshon Judkins,RB,10,2025,CLE,NYJ,away,-1.50,37.50,00-0040784,19.50,,6500,22.00,2.18,13.57,10.32,-6.46,2025-11-11T00:07:43Z
Adam Thielen,WR,10,2025,MIN,BAL,home,4.50,48.50,00-0030035,22.00,,3000,29.00,0.61,0.02,0.12,0.10,2025-11-11T00:07:43Z
Keenan Allen,WR,10,2025,LAC,PIT,home,-3.00,45.50,00-0030279,24.25,,,32.00,,,,,2025-11-11T00:07:43Z
DeAndre Hopkins,WR,10,2025,BAL,MIN,away,-4.50,48.50,00-0030564,26.50,,3400,8.00,1.15,0.38,0.44,0.25,2025-11-11T00:07:43Z
Brandin Cooks,WR,10,2025,NO,CAR,away,5.50,38.50,00-0031236,16.50,,3400,6.00,1.73,0.51,2.96,2.70,2025-11-11T00:07:43Z
Davante Adams,WR,10,2025,LA,SF,away,-5.50,49.50,00-0031381,27.50,,7700,21.00,2.26,9.14,10.33,2.76,2025-11-11T00:07:43Z
Stefon Diggs,WR,10,2025,NE,TB,away,2.50,48.50,00-0031588,23.00,,5800,16.00,2.59,11.30,10.39,-0.76,2025-11-11T00:07:43Z
Tyler Lockett,WR,10,2025,LV,DEN,away,9.50,42.50,00-0032211,16.50,,,3.00,,,,,2025-11-11T00:07:43Z
Sterling Shepard,WR,10,2025,TB,NE,home,-2.50,48.50,00-0032385,25.50,,4200,14.00,1.94,3.01,1.35,-1.66,2025-11-11T00:07:43Z
Chris Moore,WR,10,2025,WAS,DET,home,8.50,49.50,00-0032398,20.50,,3100,24.00,1.85,2.86,3.82,1.89,2025-11-11T00:07:43Z
Kalif Raymond,WR,10,2025,DET,WAS,away,-8.50,49.50,00-0032464,29.00,,3000,27.00,0.91,0.06,1.23,1.20,2025-11-11T00:07:43Z
Demarcus Robinson,WR,10,2025,SF,LA,home,5.50,49.50,00-0032775,22.00,,3000,20.00,1.64,0.18,2.18,2.09,2025-11-11T00:07:43Z
Curtis Samuel,WR,10,2025,BUF,MIA,away,-8.50,50.50,00-0033282,29.50,,3100,1.00,0.90,0.09,0.02,-0.02,2025-11-11T00:07:43Z
Kendrick Bourne,WR,10,2025,SF,LA,home,5.50,49.50,00-0033307,22.00,,4500,20.00,1.79,2.33,3.29,1.62,2025-11-11T00:07:43Z
Tim Patrick,WR,10,2025,JAX,HOU,away,-1.50,37.50,00-0033375,19.50,,3200,4.00,0.78,0.04,2.89,2.87,2025-11-11T00:07:43Z
Mack Hollins,WR,10,2025,NE,TB,away,2.50,48.50,00-0033555,23.00,,3500,16.00,1.95,1.54,2.18,0.91,2025-11-11T00:07:43Z
Zay Jones,WR,10,2025,ARI,SEA,away,7.00,44.50,00-0033891,18.75,,3700,9.00,1.24,0.52,0.67,0.34,2025-11-11T00:07:43Z
Cooper Kupp,WR,10,2025,SEA,ARI,home,-7.00,44.50,00-0033908,25.75,,4100,19.00,1.94,2.88,2.56,0.61,2025-11-11T00:07:43Z
Courtland Sutton,WR,10,2025,DEN,LV,home,-9.50,42.50,00-0034348,26.00,,,28.00,,,,,2025-11-11T00:07:43Z
Ray-Ray McCloud III,WR,10,2025,NYG,CHI,away,4.50,45.50,00-0034407,20.50,,3300,30.00,1.71,0.76,0.28,-0.21,2025-11-11T00:07:43Z
Cedrick Wilson Jr.,WR,10,2025,MIA,BUF,home,8.50,50.50,00-0034418,21.00,,,11.00,,0.00,0.27,0.27,2025-11-11T00:07:43Z
Trent Sherfield Sr.,WR,10,2025,DEN,LV,home,-9.50,42.50,00-0034487,26.00,,,28.00,,,,,2025-11-11T00:07:43Z
Allen Lazard,WR,10,2025,NYJ,CLE,home,1.50,37.50,00-0034521,18.00,,3300,17.00,0.77,0.05,0.32,0.30,2025-11-11T00:07:43Z
Christian Kirk,WR,10,2025,HOU,JAX,home,1.50,37.50,00-0034775,18.00,,4100,22.00,2.32,7.21,2.57,-3.04,2025-11-11T00:07:43Z
DJ Moore,WR,10,2025,CHI,NYG,home,-4.50,45.50,00-0034827,25.00,,5500,26.00,2.06,2.60,5.71,3.66,2025-11-11T00:07:43Z
KhaDarel Hodge,WR,10,2025,ATL,IND,away,6.50,48.50,00-0034854,21.00,,,25.00,,,,,2025-11-11T00:07:43Z
Dante Pettis,WR,10,2025,NO,CAR,away,5.50,38.50,00-0034860,16.50,,3000,6.00,0.18,0.00,,,2025-11-11T00:07:43Z
Jakobi Meyers,WR,10,2025,JAX,HOU,away,-1.50,37.50,00-0034960,19.50,,4800,4.00,2.33,2.00,1.85,0.35,2025-11-11T00:07:43Z
Ashton Dulin,WR,10,2025,IND,ATL,home,-6.50,48.50,00-0035021,27.50,,,7.00,,,,,2025-11-11T00:07:43Z
Olamide Zaccheaus,WR,10,2025,CHI,NYG,home,-4.50,45.50,00-0035208,25.00,,3600,26.00,2.15,3.29,1.55,-1.15,2025-11-11T00:07:43Z
David Sills V,WR,10,2025,ATL,IND,away,6.50,48.50,00-0035359,21.00,,,25.00,,,,,2025-11-11T00:07:43Z
Greg Dortch,WR,10,2025,ARI,SEA,away,7.00,44.50,00-0035500,18.75,,3100,9.00,0.93,0.16,0.67,0.60,2025-11-11T00:07:43Z
Darius Slayton,WR,10,2025,NYG,CHI,away,4.50,45.50,00-0035535,20.50,,4300,30.00,2.21,4.96,4.12,-0.17,2025-11-11T00:07:43Z
Alex Bachman,WR,10,2025,LV,DEN,away,9.50,42.50,00-0035602,16.50,,,3.00,,,,,2025-11-11T00:07:43Z
DK Metcalf,WR,10,2025,PIT,LAC,away,3.00,45.50,00-0035640,21.25,,,5.00,,,,,2025-11-11T00:07:43Z
Gunner Olszewski,WR,10,2025,NYG,CHI,away,4.50,45.50,00-0035645,20.50,,3000,30.00,0.50,0.01,0.49,0.48,2025-11-11T00:07:43Z
A.J. Brown,WR,10,2025,PHI,GB,away,1.50,45.50,00-0035676,22.00,,,15.00,,,,,2025-11-11T00:07:43Z
Deebo Samuel Sr.,WR,10,2025,WAS,DET,home,8.50,49.50,00-0035719,20.50,,5600,24.00,2.43,17.51,9.67,-7.58,2025-11-11T00:07:43Z
Cody White,WR,10,2025,SEA,ARI,home,-7.00,44.50,00-0035891,25.75,,3100,19.00,0.48,0.04,0.16,0.14,2025-11-11T00:07:43Z
Nick Westbrook-Ikhine,WR,10,2025,MIA,BUF,home,8.50,50.50,00-0036182,21.00,,3200,11.00,1.67,2.73,0.51,-0.80,2025-11-11T00:07:43Z
Michael Pittman Jr.,WR,10,2025,IND,ATL,home,-6.50,48.50,00-0036252,27.50,,,7.00,,,,,2025-11-11T00:07:43Z
Jauan Jennings,WR,10,2025,SF,LA,home,5.50,49.50,00-0036259,22.00,,4600,20.00,2.60,17.54,5.45,-13.32,2025-11-11T00:07:43Z
Darnell Mooney,WR,10,2025,ATL,IND,away,6.50,48.50,00-0036309,21.00,,,25.00,,,,,2025-11-11T00:07:43Z
Justin Jefferson,WR,10,2025,MIN,BAL,home,4.50,48.50,00-0036322,22.00,,7900,29.00,2.23,14.66,14.96,-0.00,2025-11-11T00:07:43Z
Devin Duvernay,WR,10,2025,CHI,NYG,home,-4.50,45.50,00-0036331,25.00,,3000,26.00,0.18,0.01,0.01,0.00,2025-11-11T00:07:43Z
Jerry Jeudy,WR,10,2025,CLE,NYJ,away,-1.50,37.50,00-0036407,19.50,,3900,10.00,2.89,9.08,2.12,-4.92,2025-11-11T00:07:43Z
Tyler Johnson,WR,10,2025,NYJ,CLE,home,1.50,37.50,00-0036427,18.00,,3600,17.00,1.01,0.13,0.64,0.57,2025-11-11T00:07:43Z
Rashod Bateman,WR,10,2025,BAL,MIN,away,-4.50,48.50,00-0036550,26.50,,3900,8.00,2.14,4.85,2.39,-2.11,2025-11-11T00:07:43Z
Nico Collins,WR,10,2025,HOU,JAX,home,1.50,37.50,00-0036554,18.00,,6700,22.00,2.43,9.04,7.66,0.14,2025-11-11T00:07:43Z
Jaylen Waddle,WR,10,2025,MIA,BUF,home,8.50,50.50,00-0036613,21.00,,6400,11.00,2.45,9.58,12.34,3.98,2025-11-11T00:07:43Z
Dyami Brown,WR,10,2025,JAX,HOU,away,-1.50,37.50,00-0036626,19.50,,3700,4.00,2.15,2.92,1.23,-2.23,2025-11-11T00:07:43Z
Tylan Wallace,WR,10,2025,BAL,MIN,away,-4.50,48.50,00-0036630,26.50,,3000,8.00,0.58,0.02,0.53,0.52,2025-11-11T00:07:43Z
Austin Trammell,WR,10,2025,JAX,HOU,away,-1.50,37.50,00-0036841,19.50,,3000,4.00,0.45,0.02,,,2025-11-11T00:07:43Z
Ben Skowronek,WR,10,2025,PIT,LAC,away,3.00,45.50,00-0036862,21.25,,,5.00,,,,,2025-11-11T00:07:43Z
DeVonta Smith,WR,10,2025,PHI,GB,away,1.50,45.50,00-0036912,22.00,,,15.00,,,,,2025-11-11T00:07:43Z
Michael Bandy,WR,10,2025,DEN,LV,home,-9.50,42.50,00-0036959,26.00,,,28.00,,,,,2025-11-11T00:07:43Z
Amon-Ra St. Brown,WR,10,2025,DET,WAS,away,-8.50,49.50,00-0036963,29.00,,8400,27.00,2.68,21.21,20.11,-0.50,2025-11-11T00:07:43Z
Elijah Moore,WR,10,2025,BUF,MIA,away,-8.50,50.50,00-0036980,29.50,,3200,1.00,0.71,0.12,0.12,0.07,2025-11-11T00:07:43Z
Joshua Palmer,WR,10,2025,BUF,MIA,away,-8.50,50.50,00-0036988,29.50,,3400,1.00,1.98,4.48,1.46,-1.52,2025-11-11T00:07:43Z
Drake London,WR,10,2025,ATL,IND,away,6.50,48.50,00-0037238,21.00,,,25.00,,,,,2025-11-11T00:07:43Z
Chris Olave,WR,10,2025,NO,CAR,away,5.50,38.50,00-0037239,16.50,,6200,6.00,2.53,8.64,8.25,2.43,2025-11-11T00:07:43Z
