display_name,position,week,season,team,opp,game_location,spread_line,total_line,gsis_id,proj_team_score,Projection,salary,opp_Rank,Value,ProjectedOwnership,optimal_exposure,PotentialLeverage,last_update
Isaiah Likely,TE,13,2025,BAL,CIN,home,-7.00,52.50,00-0037838,29.75,7.25,,32.00,,22.00,,,2025-12-01T21:34:35Z
Jake Ferguson,TE,13,2025,DAL,KC,home,3.50,53.50,00-0038041,25.00,10.65,,9.00,,9.00,,,2025-12-01T21:34:35Z
Charlie Kolar,TE,13,2025,BAL,CIN,home,-7.00,52.50,00-0038046,29.75,2.56,,32.00,,0.00,,,2025-12-01T21:34:35Z
Daniel Bellinger,TE,13,2025,NYG,NE,away,7.50,46.50,00-0038115,19.50,3.99,,26.00,,,,,2025-12-01T21:34:35Z
Cade Otton,TE,13,2025,TB,ARI,home,-4.50,44.50,00-0038129,24.50,8.83,4100,25.00,2.03,7.46,5.60,-1.71,2025-12-01T21:34:35Z
Luke Schoonmaker,TE,13,2025,DAL,KC,home,3.50,53.50,00-0038547,25.00,1.49,,9.00,,1.00,,,2025-12-01T21:34:35Z
Darnell Washington,TE,13,2025,PIT,BUF,home,3.00,44.50,00-0038558,20.75,5.29,2700,1.00,1.74,0.97,2.42,1.30,2025-12-01T21:34:35Z
Josh Whyle,TE,13,2025,GB,DET,away,2.50,48.50,00-0038589,23.00,2.63,,12.00,,0.00,,,2025-12-01T21:34:35Z
Blake Whiteheart,TE,13,2025,CLE,SF,home,5.50,35.50,00-0038710,15.00,0.50,2500,20.00,0.12,0.01,0.04,0.03,2025-12-01T21:34:35Z
Julian Hill,TE,13,2025,MIA,NO,home,-5.50,41.50,00-0038720,23.50,2.11,2500,15.00,0.65,0.00,0.28,0.27,2025-12-01T21:34:35Z
Brenton Strange,TE,13,2025,JAX,TEN,away,-6.00,42.50,00-0038935,24.25,9.50,3700,8.00,2.26,3.55,7.02,3.64,2025-12-01T21:34:35Z
Elijah Higgins,TE,13,2025,ARI,TB,away,4.50,44.50,00-0039041,20.00,2.79,2500,10.00,0.97,0.04,1.25,1.10,2025-12-01T21:34:35Z
Payne Durham,TE,13,2025,TB,ARI,home,-4.50,44.50,00-0039050,24.50,1.61,2500,25.00,0.40,0.01,0.38,0.37,2025-12-01T21:34:35Z
Davis Allen,TE,13,2025,LA,CAR,away,-10.00,44.50,00-0039074,27.25,4.11,2500,20.00,1.32,0.04,0.77,0.72,2025-12-01T21:34:35Z
Luke Musgrave,TE,13,2025,GB,DET,away,2.50,48.50,00-0039144,23.00,4.19,,12.00,,4.00,,,2025-12-01T21:34:35Z
Brock Bowers,TE,13,2025,LV,LAC,away,10.00,40.50,00-0039338,15.25,14.87,5800,5.00,2.63,11.90,13.23,1.34,2025-12-01T21:34:35Z
Ja'Tavion Sanders,TE,13,2025,CAR,LA,home,10.00,44.50,00-0039356,17.25,4.79,2500,18.00,2.23,3.34,0.55,-2.78,2025-12-01T21:34:35Z
Cade Stover,TE,13,2025,HOU,IND,away,3.00,44.50,00-0039359,20.75,1.73,2500,27.00,0.78,0.01,0.02,0.01,2025-12-01T21:34:35Z
Brevyn Spann-Ford,TE,13,2025,DAL,KC,home,3.50,53.50,00-0039530,25.00,1.49,,9.00,,0.00,,,2025-12-01T21:34:35Z
Devin Culp,TE,13,2025,TB,ARI,home,-4.50,44.50,00-0039754,24.50,0.59,2500,25.00,0.33,0.00,,,2025-12-01T21:34:35Z
AJ Barner,TE,13,2025,SEA,MIN,home,-12.50,42.50,00-0039793,27.50,7.52,3200,22.00,2.26,5.37,3.94,-1.28,2025-12-01T21:34:35Z
Jared Wiley,TE,13,2025,KC,DAL,away,-3.50,53.50,00-0039824,28.50,0.65,,17.00,,0.00,,,2025-12-01T21:34:35Z
Theo Johnson,TE,13,2025,NYG,NE,away,7.50,46.50,00-0039847,19.50,9.02,,26.00,,,,,2025-12-01T21:34:35Z
Ben Sinnott,TE,13,2025,WAS,DEN,home,6.50,43.50,00-0039912,18.50,0.65,,13.00,,,,,2025-12-01T21:34:35Z
Nick Kallerup,TE,13,2025,SEA,MIN,home,-12.50,42.50,00-0040058,27.50,0.80,2500,22.00,0.32,0.00,,,2025-12-01T21:34:35Z
Colston Loveland,TE,13,2025,CHI,PHI,away,7.00,43.50,00-0040126,18.25,7.83,,2.00,,,,,2025-12-01T21:34:35Z
Tyler Warren,TE,13,2025,IND,HOU,home,-3.00,44.50,00-0040128,23.75,12.11,5200,6.00,2.32,5.67,7.50,1.83,2025-12-01T21:34:35Z
Mitchell Evans,TE,13,2025,CAR,LA,home,10.00,44.50,00-0040187,17.25,2.10,2500,18.00,0.69,0.10,0.18,0.08,2025-12-01T21:34:35Z
Oronde Gadsden,TE,13,2025,LAC,LV,home,-10.00,40.50,00-0040189,25.25,11.10,4300,4.00,2.76,18.18,8.39,-9.78,2025-12-01T21:34:35Z
Jackson Hawes,TE,13,2025,BUF,PIT,away,-3.00,44.50,00-0040194,23.75,1.72,2500,29.00,1.02,0.02,,,2025-12-01T21:34:35Z
Zach Horton,TE,13,2025,DET,GB,home,-2.50,48.50,00-0040387,25.50,0.60,,15.00,,0.00,,,2025-12-01T21:34:35Z
Carter Runyon,TE,13,2025,LV,LAC,away,10.00,40.50,00-0040488,15.25,1.01,2500,5.00,0.52,0.02,,,2025-12-01T21:34:35Z
Gunnar Helm,TE,13,2025,TEN,JAX,home,6.00,42.50,00-0040584,18.25,6.32,2600,31.00,2.43,5.51,3.43,-1.43,2025-12-01T21:34:35Z
Harold Fannin,TE,13,2025,CLE,SF,home,5.50,35.50,00-0040663,15.00,9.55,3400,20.00,2.58,8.69,6.71,-1.98,2025-12-01T21:34:35Z
Mason Taylor,TE,13,2025,NYJ,ATL,home,3.00,38.50,00-0040736,17.75,7.58,3300,3.00,2.21,2.81,5.50,2.69,2025-12-01T21:34:35Z
Terrance Ferguson,TE,13,2025,LA,CAR,away,-10.00,44.50,00-0040737,27.25,3.57,2500,20.00,1.34,0.04,1.17,1.13,2025-12-01T21:34:35Z
Elijah Arroyo,TE,13,2025,SEA,MIN,home,-12.50,42.50,00-0040739,27.50,3.20,2500,22.00,1.23,0.06,0.83,0.78,2025-12-01T21:34:35Z
ARI,DST,13,2025,ARI,TB,away,4.50,44.50,ARI,20.00,4.10,2700,18.00,1.87,4.06,0.91,-3.52,2025-12-01T21:34:35Z
ATL,DST,13,2025,ATL,NYJ,away,-3.00,38.50,ATL,20.75,8.40,3500,23.00,2.06,6.83,11.24,4.41,2025-12-01T21:34:35Z
BAL,DST,13,2025,BAL,CIN,home,-7.00,52.50,BAL,29.75,5.40,,27.00,,,,,2025-12-01T21:34:35Z
BUF,DST,13,2025,BUF,PIT,away,-3.00,44.50,BUF,23.75,5.20,3400,11.00,1.65,2.05,2.28,0.27,2025-12-01T21:34:35Z
CAR,DST,13,2025,CAR,LA,home,10.00,44.50,CAR,17.25,0.10,2100,4.00,1.21,2.19,,,2025-12-01T21:34:35Z
CHI,DST,13,2025,CHI,PHI,away,7.00,43.50,CHI,18.25,4.20,,9.00,,,,,2025-12-01T21:34:35Z
CIN,DST,13,2025,CIN,BAL,away,7.00,52.50,CIN,22.75,1.10,,19.00,,,,,2025-12-01T21:34:35Z
CLE,DST,13,2025,CLE,SF,home,5.50,35.50,CLE,15.00,5.50,3000,13.00,1.92,8.53,3.42,-5.11,2025-12-01T21:34:35Z
DAL,DST,13,2025,DAL,KC,home,3.50,53.50,DAL,25.00,4.30,,6.00,,,,,2025-12-01T21:34:35Z
DEN,DST,13,2025,DEN,WAS,away,-6.50,43.50,DEN,25.00,8.30,,16.00,,,,,2025-12-01T21:34:35Z
DET,DST,13,2025,DET,GB,home,-2.50,48.50,DET,25.50,4.40,,5.00,,,,,2025-12-01T21:34:35Z
GB,DST,13,2025,GB,DET,away,2.50,48.50,GB,23.00,4.40,,3.00,,,,,2025-12-01T21:34:35Z
HOU,DST,13,2025,HOU,IND,away,3.00,44.50,HOU,20.75,5.20,2900,1.00,2.10,9.69,2.50,-7.19,2025-12-01T21:34:35Z
IND,DST,13,2025,IND,HOU,home,-3.00,44.50,IND,23.75,4.50,3100,14.00,1.69,3.58,1.42,-2.16,2025-12-01T21:34:35Z
JAX,DST,13,2025,JAX,TEN,away,-6.00,42.50,JAX,24.25,7.90,3700,31.00,2.01,3.08,7.69,4.73,2025-12-01T21:34:35Z
KC,DST,13,2025,KC,DAL,away,-3.50,53.50,KC,28.50,5.20,,2.00,,,,,2025-12-01T21:34:35Z
LA,DST,13,2025,LA,CAR,away,-10.00,44.50,LA,27.25,7.40,3800,24.00,1.63,6.41,7.95,1.54,2025-12-01T21:34:35Z
LAC,DST,13,2025,LAC,LV,home,-10.00,40.50,LAC,25.25,9.00,4000,32.00,2.00,5.21,10.59,5.38,2025-12-01T21:34:35Z
LV,DST,13,2025,LV,LAC,away,10.00,40.50,LV,15.25,4.80,2500,25.00,2.26,2.80,2.07,-0.73,2025-12-01T21:34:35Z
MIA,DST,13,2025,MIA,NO,home,-5.50,41.50,MIA,23.50,7.30,3300,28.00,2.17,5.01,6.68,2.28,2025-12-01T21:34:35Z
MIN,DST,13,2025,MIN,SEA,away,12.50,42.50,MIN,15.00,4.50,2300,12.00,1.85,2.03,4.22,1.78,2025-12-01T21:34:35Z
NE,DST,13,2025,NE,NYG,home,-7.50,46.50,NE,27.00,7.50,,20.00,,,,,2025-12-01T21:34:35Z
NO,DST,13,2025,NO,MIA,away,5.50,41.50,NO,18.00,4.50,2800,22.00,1.70,4.29,1.91,-3.20,2025-12-01T21:34:35Z
NYG,DST,13,2025,NYG,NE,away,7.50,46.50,NYG,19.50,2.30,,15.00,,,,,2025-12-01T21:34:35Z
NYJ,DST,13,2025,NYJ,ATL,home,3.00,38.50,NYJ,17.75,4.80,2400,17.00,2.25,7.51,3.00,-4.51,2025-12-01T21:34:35Z
PHI,DST,13,2025,PHI,CHI,home,-7.00,43.50,PHI,25.25,7.00,,8.00,,,,,2025-12-01T21:34:35Z
PIT,DST,13,2025,PIT,BUF,home,3.00,44.50,PIT,20.75,5.60,2600,10.00,2.42,2.38,3.92,1.21,2025-12-01T21:34:35Z
SEA,DST,13,2025,SEA,MIN,home,-12.50,42.50,SEA,27.50,8.90,3900,30.00,2.04,5.95,11.51,6.00,2025-12-01T21:34:35Z
SF,DST,13,2025,SF,CLE,away,-5.50,35.50,SF,20.50,6.90,3600,29.00,1.65,8.91,6.71,-2.20,2025-12-01T21:34:35Z
TB,DST,13,2025,TB,ARI,home,-4.50,44.50,TB,24.50,7.30,3200,26.00,2.08,3.64,9.08,5.51,2025-12-01T21:34:35Z
TEN,DST,13,2025,TEN,JAX,home,6.00,42.50,TEN,18.25,4.70,2200,21.00,2.66,9.40,2.90,-6.49,2025-12-01T21:34:35Z
WAS,DST,13,2025,WAS,DEN,home,6.50,43.50,WAS,18.50,3.30,,7.00,,,,,2025-12-01T21:34:35Z
Matt Prater,K,13,2025,BUF,PIT,away,-3.00,44.50,00-0023853,23.75,7.70,,27.00,,,,,2025-12-01T21:34:35Z
Nick Folk,K,13,2025,NYJ,ATL,home,3.00,38.50,00-0025565,17.75,6.70,,18.00,,,,,2025-12-01T21:34:35Z
Brandon McManus,K,13,2025,GB,DET,away,2.50,48.50,00-0029822,23.00,7.40,,6.00,,,,,2025-12-01T21:34:35Z
Chris Boswell,K,13,2025,PIT,BUF,home,3.00,44.50,00-0031136,20.75,7.40,,10.00,,,,,2025-12-01T21:34:35Z
Cairo Santos,K,13,2025,CHI,PHI,away,7.00,43.50,00-0031203,18.25,6.90,,25.00,,,,,2025-12-01T21:34:35Z
Jason Myers,K,13,2025,SEA,MIN,home,-12.50,42.50,00-0031492,27.50,8.40,,28.00,,,,,2025-12-01T21:34:35Z
Wil Lutz,K,13,2025,DEN,WAS,away,-6.50,43.50,00-0032569,25.00,7.80,,29.00,,,,,2025-12-01T21:34:35Z
Ka'imi Fairbairn,K,13,2025,HOU,IND,away,3.00,44.50,00-0032726,20.75,7.20,,13.00,,,,,2025-12-01T21:34:35Z
Harrison Butker,K,13,2025,KC,DAL,away,-3.50,53.50,00-0033303,28.50,8.40,,16.00,,,,,2025-12-01T21:34:35Z
Younghoe Koo,K,13,2025,NYG,NE,away,7.50,46.50,00-0033702,19.50,6.30,,5.00,,,,,2025-12-01T21:34:35Z
Jake Elliott,K,13,2025,PHI,CHI,home,-7.00,43.50,00-0033787,25.25,8.00,,7.00,,,,,2025-12-01T21:34:35Z
Zane Gonzalez,K,13,2025,ATL,NYJ,away,-3.00,38.50,00-0033862,20.75,7.10,,32.00,,,,,2025-12-01T21:34:35Z
Michael Badgley,K,13,2025,IND,HOU,home,-3.00,44.50,00-0034084,23.75,7.40,,1.00,,,,,2025-12-01T21:34:35Z
Daniel Carlson,K,13,2025,LV,LAC,away,10.00,40.50,00-0034161,15.25,6.40,,11.00,,,,,2025-12-01T21:34:35Z
Joey Slye,K,13,2025,TEN,JAX,home,6.00,42.50,00-0035192,18.25,6.50,,2.00,,,,,2025-12-01T21:34:35Z
Matt Gay,K,13,2025,SF,CLE,away,-5.50,35.50,00-0035269,20.50,6.60,,,,,,,2025-12-01T21:34:35Z
Chase McLaughlin,K,13,2025,TB,ARI,home,-4.50,44.50,00-0035358,24.50,8.20,,31.00,,,,,2025-12-01T21:34:35Z
Riley Patterson,K,13,2025,MIA,NO,home,-5.50,41.50,00-0036816,23.50,7.90,,23.00,,,,,2025-12-01T21:34:35Z
Evan McPherson,K,13,2025,CIN,BAL,away,7.00,52.50,00-0036854,22.75,7.30,,26.00,,,,,2025-12-01T21:34:35Z
Cameron Dicker,K,13,2025,LAC,LV,home,-10.00,40.50,00-0037224,25.25,8.70,,19.00,,,,,2025-12-01T21:34:35Z
Brandon Aubrey,K,13,2025,DAL,KC,home,3.50,53.50,00-0037692,25.00,8.20,,8.00,,,,,2025-12-01T21:34:35Z
Andre Szmyt,K,13,2025,CLE,SF,home,5.50,35.50,00-0038428,15.00,6.10,,,,,,,2025-12-01T21:34:35Z
Jake Moody,K,13,2025,WAS,DEN,home,6.50,43.50,00-0038562,18.50,6.60,,19.00,,,,,2025-12-01T21:34:35Z
Chad Ryland,K,13,2025,ARI,TB,away,4.50,44.50,00-0038567,20.00,6.80,,14.00,,,,,2025-12-01T21:34:35Z
Jake Bates,K,13,2025,DET,GB,home,-2.50,48.50,00-0039172,25.50,8.00,,10.00,,,,,2025-12-01T21:34:35Z
Charlie Smyth,K,13,2025,NO,MIA,away,5.50,41.50,00-0039229,18.00,6.82,,14.00,,,,,2025-12-01T21:34:35Z
Will Reichard,K,13,2025,MIN,SEA,away,12.50,42.50,00-0039404,15.00,6.50,,4.00,,,,,2025-12-01T21:34:35Z
Cam Little,K,13,2025,JAX,TEN,away,-6.00,42.50,00-0039409,24.25,7.70,,23.00,,,,,2025-12-01T21:34:35Z
Harrison Mevis,K,13,2025,LA,CAR,away,-10.00,44.50,00-0039498,27.25,7.70,,21.00,,,,,2025-12-01T21:34:35Z
Tyler Loop,K,13,2025,BAL,CIN,home,-7.00,52.50,00-0040074,29.75,8.40,,27.00,,,,,2025-12-01T21:34:35Z
Andy Borregales,K,13,2025,NE,NYG,home,-7.50,46.50,00-0040200,27.00,7.90,,22.00,,,,,2025-12-01T21:34:35Z
Ryan Fitzgerald,K,13,2025,CAR,LA,home,10.00,44.50,00-0040279,17.25,6.10,,9.00,,,,,2025-12-01T21:34:35Z
