display_name,position,week,season,team,opp,game_location,spread_line,total_line,gsis_id,proj_team_score,Projection,salary,opp_Rank,Value,ProjectedOwnership,optimal_exposure,PotentialLeverage,last_update
Samaje Perine,RB,14,2025,CIN,BUF,away,6.00,54.50,00-0033526,24.25,6.75,,29.00,,2.00,0.95,-1.05,2025-12-08T19:59:44Z
Dare Ogunbowale,RB,14,2025,HOU,KC,away,4.50,41.50,00-0033854,18.50,0.74,,6.00,,,,,2025-12-08T19:59:44Z
Kareem Hunt,RB,14,2025,KC,HOU,home,-4.50,41.50,00-0033923,23.00,10.40,,10.00,,,,,2025-12-08T19:59:44Z
Jeremy McNichols,RB,14,2025,WAS,MIN,away,-1.50,43.50,00-0033955,22.50,5.26,4200,14.00,1.48,0.11,0.12,0.01,2025-12-08T19:59:44Z
Nick Chubb,RB,14,2025,HOU,KC,away,4.50,41.50,00-0034791,18.50,5.38,,6.00,,,,,2025-12-08T19:59:44Z
Saquon Barkley,RB,14,2025,PHI,LAC,away,-2.50,41.50,00-0034844,22.00,15.03,,13.00,,,,,2025-12-08T19:59:44Z
Andrew Beck,RB,14,2025,NYJ,MIA,home,2.50,41.50,00-0034959,19.50,1.24,4000,20.00,0.23,0.01,,,2025-12-08T19:59:44Z
Tony Pollard,RB,14,2025,TEN,CLE,away,4.50,33.50,00-0035261,14.50,8.87,4900,8.00,1.92,1.83,1.71,-0.12,2025-12-08T19:59:44Z
Ty Johnson,RB,14,2025,BUF,CIN,home,-6.00,54.50,00-0035537,30.25,5.05,4300,32.00,1.08,1.34,0.67,-0.66,2025-12-08T19:59:44Z
Travis Homer,RB,14,2025,CHI,GB,away,6.50,44.50,00-0035594,19.00,0.02,4000,9.00,0.01,0.00,,,2025-12-08T19:59:44Z
David Montgomery,RB,14,2025,DET,DAL,home,-3.50,55.50,00-0035685,29.50,10.15,,22.00,,,,,2025-12-08T19:59:44Z
Josh Jacobs,RB,14,2025,GB,CHI,home,-6.50,44.50,00-0035700,25.50,19.11,6800,15.00,2.53,18.09,19.92,1.92,2025-12-08T19:59:44Z
Jonathan Taylor,RB,14,2025,IND,JAX,away,-2.50,44.50,00-0036223,23.50,23.92,9300,4.00,2.27,10.60,24.20,13.32,2025-12-08T19:59:44Z
D'Andre Swift,RB,14,2025,CHI,GB,away,6.50,44.50,00-0036275,19.00,11.01,5900,9.00,1.90,2.21,2.94,0.66,2025-12-08T19:59:44Z
Cam Akers,RB,14,2025,SEA,ATL,away,-7.00,44.50,00-0036414,25.75,0.26,4000,24.00,0.06,0.02,,,2025-12-08T19:59:44Z
Kenneth Gainwell,RB,14,2025,PIT,BAL,away,5.50,43.50,00-0036919,19.00,10.54,5000,18.00,2.12,4.02,3.53,0.71,2025-12-08T19:59:44Z
Michael Carter,RB,14,2025,ARI,LA,home,9.50,49.50,00-0036924,20.00,7.69,4400,5.00,1.75,0.76,1.36,1.08,2025-12-08T19:59:44Z
Travis Etienne Jr.,RB,14,2025,JAX,IND,home,2.50,44.50,00-0036973,21.00,12.62,6300,12.00,2.02,2.75,4.51,1.94,2025-12-08T19:59:44Z
Javonte Williams,RB,14,2025,DAL,DET,away,3.50,55.50,00-0036997,26.00,13.68,,1.00,,,,,2025-12-08T19:59:44Z
Tyler Badie,RB,14,2025,DEN,LV,away,-8.50,40.50,00-0037085,24.50,1.98,4000,19.00,0.79,0.15,,,2025-12-08T19:59:44Z
Tyler Goodson,RB,14,2025,IND,JAX,away,-2.50,44.50,00-0037120,23.50,0.65,4000,4.00,0.20,0.01,,,2025-12-08T19:59:44Z
Zonovan Knight,RB,14,2025,ARI,LA,home,9.50,49.50,00-0037157,20.00,11.17,5200,5.00,1.92,2.73,5.68,2.75,2025-12-08T19:59:44Z
Isiah Pacheco,RB,14,2025,KC,HOU,home,-4.50,41.50,00-0037197,23.00,6.84,,10.00,,,,,2025-12-08T19:59:44Z
Jaylen Warren,RB,14,2025,PIT,BAL,away,5.50,43.50,00-0037228,19.00,12.08,6000,18.00,1.89,3.76,5.73,2.58,2025-12-08T19:59:44Z
James Cook III,RB,14,2025,BUF,CIN,home,-6.00,54.50,00-0037248,30.25,21.62,7800,32.00,2.49,19.84,23.89,4.07,2025-12-08T19:59:44Z
Rachaad White,RB,14,2025,TB,NO,home,-7.50,41.50,00-0037256,24.50,6.83,5000,17.00,1.19,0.48,1.29,0.80,2025-12-08T19:59:44Z
Tyler Allgeier,RB,14,2025,ATL,SEA,home,7.00,44.50,00-0037263,18.75,6.73,4500,7.00,1.35,0.26,1.61,1.32,2025-12-08T19:59:44Z
Jerome Ford,RB,14,2025,CLE,TEN,home,-4.50,33.50,00-0037267,19.00,3.46,4000,23.00,0.93,0.06,0.05,-0.01,2025-12-08T19:59:44Z
Jordan Mason,RB,14,2025,MIN,WAS,home,1.50,43.50,00-0037525,21.00,7.91,5800,30.00,1.39,1.80,0.88,-0.92,2025-12-08T19:59:44Z
Malik Davis,RB,14,2025,DAL,DET,away,3.50,55.50,00-0037563,26.00,2.99,,1.00,,,,,2025-12-08T19:59:44Z
Hassan Haskins,RB,14,2025,LAC,PHI,home,2.50,41.50,00-0037617,19.50,0.99,,25.00,,,,,2025-12-08T19:59:44Z
Kyren Williams,RB,14,2025,LA,ARI,away,-9.50,49.50,00-0037840,29.50,14.43,6600,21.00,2.10,12.60,9.57,-1.82,2025-12-08T19:59:44Z
Breece Hall,RB,14,2025,NYJ,MIA,home,2.50,41.50,00-0038120,19.50,16.16,6500,20.00,2.40,16.31,12.04,-4.27,2025-12-08T19:59:44Z
Kenneth Walker III,RB,14,2025,SEA,ATL,away,-7.00,44.50,00-0038134,25.75,12.65,5600,24.00,2.37,11.25,6.29,-5.07,2025-12-08T19:59:44Z
Evan Hull,RB,14,2025,NO,TB,away,7.50,41.50,00-0038397,17.00,2.92,4000,25.00,0.76,0.06,0.04,-0.06,2025-12-08T19:59:44Z
Zavier Scott,RB,14,2025,MIN,WAS,home,1.50,43.50,00-0038440,21.00,1.25,4300,30.00,0.41,0.06,,,2025-12-08T19:59:44Z
Keaton Mitchell,RB,14,2025,BAL,PIT,home,-5.50,43.50,00-0038454,24.50,4.52,4500,11.00,1.13,0.20,0.15,-0.04,2025-12-08T19:59:44Z
Bijan Robinson,RB,14,2025,ATL,SEA,home,7.00,44.50,00-0038542,18.75,18.89,8500,7.00,2.10,11.25,13.58,2.67,2025-12-08T19:59:44Z
Tank Bigsby,RB,14,2025,PHI,LAC,away,-2.50,41.50,00-0038555,22.00,1.75,,13.00,,,,,2025-12-08T19:59:44Z
Chase Brown,RB,14,2025,CIN,BUF,away,6.00,54.50,00-0038597,24.25,15.57,6700,29.00,2.11,8.12,9.81,1.58,2025-12-08T19:59:44Z
Chris Rodriguez Jr.,RB,14,2025,WAS,MIN,away,-1.50,43.50,00-0038611,22.50,7.89,4700,14.00,1.59,1.44,2.60,1.16,2025-12-08T19:59:44Z
Chris Brooks,RB,14,2025,GB,CHI,home,-6.50,44.50,00-0038685,25.50,1.65,4000,15.00,0.60,0.08,,,2025-12-08T19:59:44Z
Hunter Luepke,RB,14,2025,DAL,DET,away,3.50,55.50,00-0038738,26.00,1.01,,1.00,,,,,2025-12-08T19:59:44Z
Jaleel McLaughlin,RB,14,2025,DEN,LV,away,-8.50,40.50,00-0038794,24.50,4.91,4200,19.00,1.30,0.22,0.07,-0.08,2025-12-08T19:59:44Z
Emanuel Wilson,RB,14,2025,GB,CHI,home,-6.50,44.50,00-0038797,25.50,5.47,4800,15.00,0.99,0.10,0.19,0.08,2025-12-08T19:59:44Z
Sean Tucker,RB,14,2025,TB,NO,home,-7.50,41.50,00-0038951,24.50,2.97,4500,17.00,0.59,0.12,0.02,-0.11,2025-12-08T19:59:44Z
Tyjae Spears,RB,14,2025,TEN,CLE,away,4.50,33.50,00-0039032,14.50,9.51,4900,8.00,1.95,1.84,1.67,-0.17,2025-12-08T19:59:44Z
De'Von Achane,RB,14,2025,MIA,NYJ,away,-2.50,41.50,00-0039040,22.00,21.18,8800,28.00,2.40,22.57,16.67,-5.90,2025-12-08T19:59:44Z
Jahmyr Gibbs,RB,14,2025,DET,DAL,home,-3.50,55.50,00-0039139,29.50,23.10,,22.00,,,,,2025-12-08T19:59:44Z
Zach Charbonnet,RB,14,2025,SEA,ATL,away,-7.00,44.50,00-0039165,25.75,8.90,5100,24.00,1.49,1.04,3.14,2.10,2025-12-08T19:59:44Z
Kendall Milton,RB,14,2025,CIN,BUF,away,6.00,54.50,00-0039266,24.25,1.50,4000,29.00,0.29,0.07,,,2025-12-08T19:59:44Z
Bucky Irving,RB,14,2025,TB,NO,home,-7.50,41.50,00-0039361,24.50,16.47,7000,17.00,2.18,12.54,12.63,0.33,2025-12-08T19:59:44Z
Audric Estime,RB,14,2025,NO,TB,away,7.50,41.50,00-0039373,17.00,1.03,4100,25.00,0.34,0.04,,,2025-12-08T19:59:44Z
Kimani Vidal,RB,14,2025,LAC,PHI,home,2.50,41.50,00-0039391,19.50,8.72,,25.00,,,,,2025-12-08T19:59:44Z
Dylan Laube,RB,14,2025,LV,DEN,home,8.50,40.50,00-0039407,16.00,0.27,4000,3.00,0.13,0.02,,,2025-12-08T19:59:44Z
Blake Corum,RB,14,2025,LA,ARI,away,-9.50,49.50,00-0039738,29.50,6.46,4600,21.00,1.49,0.72,0.66,0.32,2025-12-08T19:59:44Z
Will Shipley,RB,14,2025,PHI,LAC,away,-2.50,41.50,00-0039746,22.00,1.23,,13.00,,,,,2025-12-08T19:59:44Z
Rasheen Ali,RB,14,2025,BAL,PIT,home,-5.50,43.50,00-0039796,24.50,1.71,4000,11.00,0.73,0.16,,,2025-12-08T19:59:44Z
Isaiah Davis,RB,14,2025,NYJ,MIA,home,2.50,41.50,00-0039798,19.50,4.71,4000,20.00,1.14,0.07,0.36,0.29,2025-12-08T19:59:44Z
Jaylen Wright,RB,14,2025,MIA,NYJ,away,-2.50,41.50,00-0039874,22.00,1.78,4000,28.00,0.41,0.02,,,2025-12-08T19:59:44Z
Ray Davis,RB,14,2025,BUF,CIN,home,-6.00,54.50,00-0039875,30.25,2.56,4100,32.00,0.55,0.79,0.06,-0.69,2025-12-08T19:59:44Z
Brashard Smith,RB,14,2025,KC,HOU,home,-4.50,41.50,00-0040078,23.00,2.35,,10.00,,,,,2025-12-08T19:59:44Z
Ashton Jeanty,RB,14,2025,LV,DEN,home,8.50,40.50,00-0040122,16.00,14.73,6100,3.00,2.29,7.70,10.14,2.57,2025-12-08T19:59:44Z
Kaleb Johnson,RB,14,2025,PIT,BAL,away,5.50,43.50,00-0040142,19.00,0.78,4000,18.00,0.26,0.01,,,2025-12-08T19:59:44Z
Dylan Sampson,RB,14,2025,CLE,TEN,home,-4.50,33.50,00-0040162,19.00,3.85,4400,23.00,0.88,0.18,0.01,-0.17,2025-12-08T19:59:44Z
Ollie Gordon II,RB,14,2025,MIA,NYJ,away,-2.50,41.50,00-0040198,22.00,3.50,4300,28.00,0.79,0.06,0.04,-0.02,2025-12-08T19:59:44Z
Devin Neal,RB,14,2025,NO,TB,away,7.50,41.50,00-0040202,17.00,11.62,5100,25.00,2.19,3.78,5.33,1.37,2025-12-08T19:59:44Z
Kalel Mullings,RB,14,2025,TEN,CLE,away,4.50,33.50,00-0040205,14.50,0.00,4000,8.00,0.06,0.00,,,2025-12-08T19:59:44Z
Kyle Monangai,RB,14,2025,CHI,GB,away,6.50,44.50,00-0040236,19.00,8.64,5400,9.00,1.59,1.18,1.50,0.33,2025-12-08T19:59:44Z
LeQuint Allen Jr.,RB,14,2025,JAX,IND,home,2.50,44.50,00-0040238,21.00,1.29,4000,12.00,0.38,0.05,,,2025-12-08T19:59:44Z
Jacory Croskey-Merritt,RB,14,2025,WAS,MIN,away,-1.50,43.50,00-0040242,22.50,4.47,4700,14.00,0.96,0.12,0.06,-0.06,2025-12-08T19:59:44Z
Nathan Carter,RB,14,2025,ATL,SEA,home,7.00,44.50,00-0040547,18.75,0.52,4000,7.00,0.13,0.01,,,2025-12-08T19:59:44Z
Corey Kiner,RB,14,2025,ARI,LA,home,9.50,49.50,00-0040556,20.00,1.64,4000,30.00,0.32,0.06,0.10,0.04,2025-12-08T19:59:44Z
Woody Marks,RB,14,2025,HOU,KC,away,4.50,41.50,00-0040583,18.50,11.88,,6.00,,,,,2025-12-08T19:59:44Z
Omarion Hampton,RB,14,2025,LAC,PHI,home,2.50,41.50,00-0040666,19.50,11.19,,25.00,,,,,2025-12-08T19:59:44Z
Jarquez Hunter,RB,14,2025,LA,ARI,away,-9.50,49.50,00-0040692,29.50,0.36,4000,21.00,0.09,0.02,,,2025-12-08T19:59:44Z
Bhayshul Tuten,RB,14,2025,JAX,IND,home,2.50,44.50,00-0040719,21.00,6.13,4800,12.00,1.29,0.18,0.34,0.21,2025-12-08T19:59:44Z
RJ Harvey,RB,14,2025,DEN,LV,away,-8.50,40.50,00-0040730,24.50,13.72,5700,19.00,2.43,13.88,8.02,-5.78,2025-12-08T19:59:44Z
Quinshon Judkins,RB,14,2025,CLE,TEN,home,-4.50,33.50,00-0040784,19.00,14.03,6400,23.00,2.19,13.76,8.68,-5.08,2025-12-08T19:59:44Z
Adam Thielen,WR,14,2025,PIT,BAL,away,5.50,43.50,00-0030035,19.00,0.45,3000,30.00,0.12,0.00,,,2025-12-08T19:59:44Z
Keenan Allen,WR,14,2025,LAC,PHI,home,2.50,41.50,00-0030279,19.50,9.95,,16.00,,,,,2025-12-08T19:59:44Z
DeAndre Hopkins,WR,14,2025,BAL,PIT,home,-5.50,43.50,00-0030564,24.50,3.44,3200,31.00,1.22,0.84,0.19,-0.68,2025-12-08T19:59:44Z
Brandin Cooks,WR,14,2025,BUF,CIN,home,-6.00,54.50,00-0031236,30.25,4.68,3200,6.00,1.49,0.54,0.41,-0.46,2025-12-08T19:59:44Z
Davante Adams,WR,14,2025,LA,ARI,away,-9.50,49.50,00-0031381,29.50,16.25,7700,15.00,2.20,11.72,10.06,-0.88,2025-12-08T19:59:44Z
Tyler Lockett,WR,14,2025,LV,DEN,home,8.50,40.50,00-0032211,16.00,5.78,3500,5.00,1.78,1.26,0.47,-1.76,2025-12-08T19:59:44Z
Sterling Shepard,WR,14,2025,TB,NO,home,-7.50,41.50,00-0032385,24.50,4.00,3600,12.00,1.30,0.16,0.06,-0.04,2025-12-08T19:59:44Z
Laquon Treadwell,WR,14,2025,IND,JAX,away,-2.50,44.50,00-0032951,23.50,0.44,3000,20.00,0.14,0.00,,,2025-12-08T19:59:44Z
Tim Patrick,WR,14,2025,JAX,IND,home,2.50,44.50,00-0033375,21.00,2.84,3100,25.00,0.62,0.04,0.71,0.67,2025-12-08T19:59:44Z
Noah Brown,WR,14,2025,WAS,MIN,away,-1.50,43.50,00-0033591,22.50,3.19,3000,2.00,1.03,0.63,0.42,-0.21,2025-12-08T19:59:44Z
JuJu Smith-Schuster,WR,14,2025,KC,HOU,home,-4.50,41.50,00-0033857,23.00,3.09,,4.00,,,,,2025-12-08T19:59:44Z
Cooper Kupp,WR,14,2025,SEA,ATL,away,-7.00,44.50,00-0033908,25.75,8.11,4100,19.00,1.96,4.04,2.59,-0.85,2025-12-08T19:59:44Z
Chris Godwin Jr.,WR,14,2025,TB,NO,home,-7.50,41.50,00-0033921,24.50,10.80,5300,12.00,2.16,3.18,4.79,1.69,2025-12-08T19:59:44Z
Courtland Sutton,WR,14,2025,DEN,LV,away,-8.50,40.50,00-0034348,24.50,12.23,5600,27.00,2.07,4.36,8.47,4.03,2025-12-08T19:59:44Z
Cedrick Wilson Jr.,WR,14,2025,MIA,NYJ,away,-2.50,41.50,00-0034418,22.00,1.03,3000,10.00,0.37,0.01,,,2025-12-08T19:59:44Z
Trent Sherfield Sr.,WR,14,2025,ARI,LA,home,9.50,49.50,00-0034487,20.00,3.03,3000,18.00,0.81,0.08,0.04,-0.05,2025-12-08T19:59:44Z
Allen Lazard,WR,14,2025,NYJ,MIA,home,2.50,41.50,00-0034521,19.50,3.22,3000,7.00,0.84,0.02,0.32,0.30,2025-12-08T19:59:44Z
Christian Kirk,WR,14,2025,HOU,KC,away,4.50,41.50,00-0034775,18.50,5.67,,14.00,,,,,2025-12-08T19:59:44Z
DJ Moore,WR,14,2025,CHI,GB,away,6.50,44.50,00-0034827,19.00,10.78,4800,13.00,2.12,3.16,7.58,4.02,2025-12-08T19:59:44Z
Dante Pettis,WR,14,2025,NO,TB,away,7.50,41.50,00-0034860,17.00,0.86,3000,22.00,0.16,0.01,0.02,0.01,2025-12-08T19:59:44Z
Jakobi Meyers,WR,14,2025,JAX,IND,home,2.50,44.50,00-0034960,21.00,11.32,5700,25.00,2.00,4.88,5.66,0.94,2025-12-08T19:59:44Z
Olamide Zaccheaus,WR,14,2025,CHI,GB,away,6.50,44.50,00-0035208,19.00,5.41,3000,13.00,2.12,2.50,0.65,-1.70,2025-12-08T19:59:44Z
David Sills V,WR,14,2025,ATL,SEA,home,7.00,44.50,00-0035359,18.75,6.07,3800,9.00,1.31,2.13,4.30,1.69,2025-12-08T19:59:44Z
Lil'Jordan Humphrey,WR,14,2025,DEN,LV,away,-8.50,40.50,00-0035406,24.50,2.38,3000,27.00,0.60,0.01,0.08,0.07,2025-12-08T19:59:44Z
Tom Kennedy,WR,14,2025,DET,DAL,home,-3.50,55.50,00-0035544,29.50,6.23,,32.00,,,,,2025-12-08T19:59:44Z
DK Metcalf,WR,14,2025,PIT,BAL,away,5.50,43.50,00-0035640,19.00,11.45,5400,23.00,2.29,8.59,6.63,-2.55,2025-12-08T19:59:44Z
Terry McLaurin,WR,14,2025,WAS,MIN,away,-1.50,43.50,00-0035659,22.50,12.26,5200,2.00,2.18,7.60,10.36,2.76,2025-12-08T19:59:44Z
Marquise Brown,WR,14,2025,KC,HOU,home,-4.50,41.50,00-0035662,23.00,5.14,,4.00,,,,,2025-12-08T19:59:44Z
A.J. Brown,WR,14,2025,PHI,LAC,away,-2.50,41.50,00-0035676,22.00,15.06,,1.00,,,,,2025-12-08T19:59:44Z
Deebo Samuel Sr.,WR,14,2025,WAS,MIN,away,-1.50,43.50,00-0035719,22.50,11.71,5500,2.00,1.82,3.93,7.97,4.04,2025-12-08T19:59:44Z
Andre Baccellia,WR,14,2025,ARI,LA,home,9.50,49.50,00-0035876,20.00,4.44,3000,18.00,1.99,2.51,0.10,-0.78,2025-12-08T19:59:44Z
Cody White,WR,14,2025,SEA,ATL,away,-7.00,44.50,00-0035891,25.75,1.75,3000,19.00,0.34,0.02,0.21,0.20,2025-12-08T19:59:44Z
James Proche II,WR,14,2025,TEN,CLE,away,4.50,33.50,00-0036133,14.50,1.07,3000,3.00,0.34,0.02,,,2025-12-08T19:59:44Z
Mason Kinsey,WR,14,2025,TEN,CLE,away,4.50,33.50,00-0036176,14.50,0.40,3000,3.00,0.14,0.01,,,2025-12-08T19:59:44Z
Nick Westbrook-Ikhine,WR,14,2025,MIA,NYJ,away,-2.50,41.50,00-0036182,22.00,3.10,3000,10.00,1.07,0.02,0.02,0.00,2025-12-08T19:59:44Z
Gabe Davis,WR,14,2025,BUF,CIN,home,-6.00,54.50,00-0036196,30.25,5.31,3300,6.00,1.81,3.51,1.42,-2.04,2025-12-08T19:59:44Z
Michael Pittman Jr.,WR,14,2025,IND,JAX,away,-2.50,44.50,00-0036252,23.50,11.92,5400,20.00,2.14,5.21,7.67,1.46,2025-12-08T19:59:44Z
Darnell Mooney,WR,14,2025,ATL,SEA,home,7.00,44.50,00-0036309,18.75,8.88,4800,9.00,1.82,4.20,4.70,0.50,2025-12-08T19:59:44Z
Justin Jefferson,WR,14,2025,MIN,WAS,home,1.50,43.50,00-0036322,21.00,14.37,6900,30.00,2.01,8.02,10.61,2.59,2025-12-08T19:59:44Z
Devin Duvernay,WR,14,2025,CHI,GB,away,6.50,44.50,00-0036331,19.00,2.13,3000,13.00,0.62,0.01,0.02,-0.04,2025-12-08T19:59:44Z
CeeDee Lamb,WR,14,2025,DAL,DET,away,3.50,55.50,00-0036358,26.00,18.29,,29.00,,,,,2025-12-08T19:59:44Z
Jerry Jeudy,WR,14,2025,CLE,TEN,home,-4.50,33.50,00-0036407,19.00,8.48,4200,24.00,2.47,8.67,2.37,-6.30,2025-12-08T19:59:44Z
Tee Higgins,WR,14,2025,CIN,BUF,away,6.00,54.50,00-0036410,24.25,12.76,6200,11.00,1.88,8.36,10.55,2.38,2025-12-08T19:59:44Z
Van Jefferson,WR,14,2025,TEN,CLE,away,4.50,33.50,00-0036415,14.50,5.33,3100,3.00,1.77,0.37,0.84,0.47,2025-12-08T19:59:44Z
DJ Turner,WR,14,2025,LV,DEN,home,8.50,40.50,00-0036527,16.00,2.54,3000,5.00,1.19,0.38,,,2025-12-08T19:59:44Z
Rashod Bateman,WR,14,2025,BAL,PIT,home,-5.50,43.50,00-0036550,24.50,6.11,3500,31.00,1.57,0.96,2.21,1.28,2025-12-08T19:59:44Z
Nico Collins,WR,14,2025,HOU,KC,away,4.50,41.50,00-0036554,18.50,15.44,,14.00,,,,,2025-12-08T19:59:44Z
Jaylen Waddle,WR,14,2025,MIA,NYJ,away,-2.50,41.50,00-0036613,22.00,13.42,6800,10.00,2.23,8.40,7.01,-1.38,2025-12-08T19:59:44Z
Dee Eskridge,WR,14,2025,MIA,NYJ,away,-2.50,41.50,00-0036620,22.00,0.46,3000,10.00,0.17,0.00,,,2025-12-08T19:59:44Z
Dyami Brown,WR,14,2025,JAX,IND,home,2.50,44.50,00-0036626,21.00,0.91,3000,25.00,0.38,0.01,0.01,0.00,2025-12-08T19:59:44Z
Tylan Wallace,WR,14,2025,BAL,PIT,home,-5.50,43.50,00-0036630,24.50,0.68,3000,31.00,0.18,0.01,,,2025-12-08T19:59:44Z
Tutu Atwell,WR,14,2025,LA,ARI,away,-9.50,49.50,00-0036849,29.50,1.67,3300,15.00,0.32,0.11,0.70,0.62,2025-12-08T19:59:44Z
Ben Skowronek,WR,14,2025,PIT,BAL,away,5.50,43.50,00-0036862,19.00,1.98,3000,23.00,0.41,0.01,0.44,0.41,2025-12-08T19:59:44Z
Ja'Marr Chase,WR,14,2025,CIN,BUF,away,6.00,54.50,00-0036900,24.25,19.18,8200,11.00,2.41,14.46,16.25,1.98,2025-12-08T19:59:44Z
