display_name,position,week,season,team,opp,game_location,spread_line,total_line,gsis_id,proj_team_score,Projection,salary,opp_Rank,Value,ProjectedOwnership,optimal_exposure,PotentialLeverage,last_update
Trevor Lawrence,QB,11,2025,JAX,LAC,home,3.00,43.50,00-0036971,20.25,,5100,3.00,3.05,1.62,3.71,2.40,2025-11-18T15:39:42Z
Brock Purdy,QB,11,2025,SF,ARI,away,-3.50,48.50,00-0037834,26.00,,5800,6.00,3.39,6.60,5.27,-1.53,2025-11-18T15:39:42Z
Bryce Young,QB,11,2025,CAR,ATL,away,4.50,42.50,00-0039150,19.00,,4800,7.00,2.78,0.60,1.08,0.82,2025-11-18T15:39:42Z
Bo Nix,QB,11,2025,DEN,KC,home,3.50,44.50,00-0039732,20.50,,6100,12.00,2.92,2.38,3.44,1.76,2025-11-18T15:39:42Z
Drake Maye,QB,11,2025,NE,NYJ,home,-12.50,43.50,00-0039851,28.00,,,21.00,,,,,2025-11-18T15:39:42Z
Michael Penix Jr.,QB,11,2025,ATL,CAR,home,-4.50,42.50,00-0039917,23.50,,4700,9.00,3.40,6.61,3.78,-1.57,2025-11-18T15:39:42Z
Caleb Williams,QB,11,2025,CHI,MIN,away,3.00,47.50,00-0039918,22.25,,5900,15.00,3.21,7.56,4.42,-1.86,2025-11-18T15:39:42Z
J.J. McCarthy,QB,11,2025,MIN,CHI,home,-3.00,47.50,00-0039923,25.25,,5200,31.00,3.43,9.75,6.90,-3.48,2025-11-18T15:39:42Z
Cam Ward,QB,11,2025,TEN,HOU,home,5.50,37.50,00-0040676,16.00,,4300,1.00,3.09,1.82,0.41,-0.50,2025-11-18T15:39:42Z
Dillon Gabriel,QB,11,2025,CLE,BAL,home,7.50,37.50,00-0040704,15.00,,4200,23.00,3.28,2.22,1.40,0.33,2025-11-18T15:39:42Z
Kyle Juszczyk,RB,11,2025,SF,ARI,away,-3.50,48.50,00-0029892,26.00,,4000,19.00,0.56,0.03,1.01,0.98,2025-11-18T15:39:42Z
Raheem Mostert,RB,11,2025,LV,DAL,home,3.50,48.50,00-0031687,22.50,,,30.00,,,,,2025-11-18T15:39:42Z
Derrick Henry,RB,11,2025,BAL,CLE,away,-7.50,37.50,00-0032764,22.50,,6600,3.00,2.11,6.35,7.38,-0.27,2025-11-18T15:39:42Z
C.J. Ham,RB,11,2025,MIN,CHI,home,-3.00,47.50,00-0032918,25.25,,4000,20.00,0.09,0.01,0.03,0.02,2025-11-18T15:39:42Z
Christian McCaffrey,RB,11,2025,SF,ARI,away,-3.50,48.50,00-0033280,26.00,,9000,19.00,2.58,20.72,27.35,6.99,2025-11-18T15:39:42Z
Aaron Jones Sr.,RB,11,2025,MIN,CHI,home,-3.00,47.50,00-0033293,25.25,,5500,20.00,2.29,11.92,7.09,-7.37,2025-11-18T15:39:42Z
Dare Ogunbowale,RB,11,2025,HOU,TEN,away,-5.50,37.50,00-0033854,21.50,,4000,29.00,0.24,0.01,0.01,0.00,2025-11-18T15:39:42Z
Kareem Hunt,RB,11,2025,KC,DEN,away,-3.50,44.50,00-0033923,24.00,,5200,5.00,1.92,3.26,3.49,0.97,2025-11-18T15:39:42Z
Jeremy McNichols,RB,11,2025,WAS,MIA,away,2.50,47.50,00-0033955,22.50,,,26.00,,,,,2025-11-18T15:39:42Z
Nick Chubb,RB,11,2025,HOU,TEN,away,-5.50,37.50,00-0034791,21.50,,4700,29.00,1.55,0.51,1.43,1.17,2025-11-18T15:39:42Z
Saquon Barkley,RB,11,2025,PHI,DET,home,-2.50,46.50,00-0034844,24.50,,,1.00,,,,,2025-11-18T15:39:42Z
Devin Singletary,RB,11,2025,NYG,GB,home,7.50,41.50,00-0035250,17.00,,4600,6.00,1.50,0.38,1.37,1.18,2025-11-18T15:39:42Z
Tony Pollard,RB,11,2025,TEN,HOU,home,5.50,37.50,00-0035261,16.00,,5300,8.00,1.82,1.29,1.35,0.21,2025-11-18T15:39:42Z
Trayveon Williams,RB,11,2025,LAC,JAX,away,-3.00,43.50,00-0035291,23.25,,4000,8.00,0.57,0.02,,,2025-11-18T15:39:42Z
Ty Johnson,RB,11,2025,BUF,TB,home,-6.00,46.50,00-0035537,26.25,,4300,23.00,0.87,0.11,0.62,0.56,2025-11-18T15:39:42Z
Craig Reynolds,RB,11,2025,DET,PHI,away,2.50,46.50,00-0035567,22.00,,,22.00,,,,,2025-11-18T15:39:42Z
D'Ernest Johnson,RB,11,2025,NE,NYJ,home,-12.50,43.50,00-0035628,28.00,,,16.00,,,,,2025-11-18T15:39:42Z
David Montgomery,RB,11,2025,DET,PHI,away,2.50,46.50,00-0035685,22.00,,,22.00,,,,,2025-11-18T15:39:42Z
Josh Jacobs,RB,11,2025,GB,NYG,away,-7.50,41.50,00-0035700,24.50,,7800,31.00,2.64,23.32,21.38,-0.28,2025-11-18T15:39:42Z
Rico Dowdle,RB,11,2025,CAR,ATL,away,4.50,42.50,00-0036139,19.00,,6800,28.00,2.46,17.58,15.42,-2.39,2025-11-18T15:39:42Z
D'Andre Swift,RB,11,2025,CHI,MIN,away,3.00,47.50,00-0036275,22.25,,5800,13.00,2.43,9.84,6.41,-3.01,2025-11-18T15:39:42Z
Clyde Edwards-Helaire,RB,11,2025,KC,DEN,away,-3.50,44.50,00-0036360,24.00,,4000,5.00,0.43,0.02,0.01,-0.02,2025-11-18T15:39:42Z
Chuba Hubbard,RB,11,2025,CAR,ATL,away,4.50,42.50,00-0036555,19.00,,4800,28.00,1.09,0.20,0.29,0.21,2025-11-18T15:39:42Z
Kenneth Gainwell,RB,11,2025,PIT,CIN,home,-5.50,48.50,00-0036919,27.00,,4100,32.00,2.04,2.28,1.60,-0.01,2025-11-18T15:39:42Z
Michael Carter,RB,11,2025,ARI,SF,home,3.50,48.50,00-0036924,22.50,,4000,18.00,0.17,0.05,,,2025-11-18T15:39:42Z
Travis Etienne Jr.,RB,11,2025,JAX,LAC,home,3.00,43.50,00-0036973,20.25,,5600,14.00,2.56,13.57,10.79,-3.99,2025-11-18T15:39:42Z
Javonte Williams,RB,11,2025,DAL,LV,away,-3.50,48.50,00-0036997,26.00,,,15.00,,,,,2025-11-18T15:39:42Z
Tyler Badie,RB,11,2025,DEN,KC,home,3.50,44.50,00-0037085,20.50,,4200,7.00,0.78,0.05,0.01,-0.16,2025-11-18T15:39:42Z
Zonovan Knight,RB,11,2025,ARI,SF,home,3.50,48.50,00-0037157,22.50,,5000,18.00,1.78,1.96,1.14,0.16,2025-11-18T15:39:42Z
Jaylen Warren,RB,11,2025,PIT,CIN,home,-5.50,48.50,00-0037228,27.00,,6100,32.00,2.67,25.10,15.60,-9.85,2025-11-18T15:39:42Z
James Cook III,RB,11,2025,BUF,TB,home,-6.00,46.50,00-0037248,26.25,,7300,23.00,2.23,8.64,15.68,7.36,2025-11-18T15:39:42Z
Rachaad White,RB,11,2025,TB,BUF,away,6.00,46.50,00-0037256,20.25,,6200,27.00,2.02,4.66,7.16,3.83,2025-11-18T15:39:42Z
Tyler Allgeier,RB,11,2025,ATL,CAR,home,-4.50,42.50,00-0037263,23.50,,4800,17.00,1.48,0.98,0.69,-0.30,2025-11-18T15:39:42Z
Jerome Ford,RB,11,2025,CLE,BAL,home,7.50,37.50,00-0037267,15.00,,4000,25.00,1.03,0.64,0.69,0.05,2025-11-18T15:39:42Z
Jordan Mason,RB,11,2025,MIN,CHI,home,-3.00,47.50,00-0037525,25.25,,6000,20.00,1.12,0.52,1.19,0.93,2025-11-18T15:39:42Z
Julius Chestnut,RB,11,2025,TEN,HOU,home,5.50,37.50,00-0037594,16.00,,4000,8.00,0.07,0.00,,,2025-11-18T15:39:42Z
Brian Robinson Jr.,RB,11,2025,SF,ARI,away,-3.50,48.50,00-0037746,26.00,,4500,19.00,1.11,0.20,0.13,0.03,2025-11-18T15:39:42Z
Kyren Williams,RB,11,2025,LA,SEA,home,-3.00,49.50,00-0037840,26.25,,6900,12.00,2.03,5.00,6.62,2.11,2025-11-18T15:39:42Z
Breece Hall,RB,11,2025,NYJ,NE,away,12.50,43.50,00-0038120,15.50,,,4.00,,,,,2025-11-18T15:39:42Z
Kenneth Walker III,RB,11,2025,SEA,LA,away,3.00,49.50,00-0038134,23.25,,5100,2.00,2.05,2.82,3.38,1.39,2025-11-18T15:39:42Z
Keaton Mitchell,RB,11,2025,BAL,CLE,away,-7.50,37.50,00-0038454,22.50,,4000,3.00,1.48,0.70,0.45,-0.40,2025-11-18T15:39:42Z
Owen Wright,RB,11,2025,TB,BUF,away,6.00,46.50,00-0038458,20.25,,4000,27.00,0.23,0.01,0.83,0.82,2025-11-18T15:39:42Z
Bijan Robinson,RB,11,2025,ATL,CAR,home,-4.50,42.50,00-0038542,23.50,,8300,17.00,2.58,14.32,17.33,2.85,2025-11-18T15:39:42Z
Tank Bigsby,RB,11,2025,PHI,DET,home,-2.50,46.50,00-0038555,24.50,,,1.00,,,,,2025-11-18T15:39:42Z
Chase Brown,RB,11,2025,CIN,PIT,away,5.50,48.50,00-0038597,21.50,,5700,11.00,2.95,25.24,8.69,-17.37,2025-11-18T15:39:42Z
Chris Rodriguez Jr.,RB,11,2025,WAS,MIA,away,2.50,47.50,00-0038611,22.50,,,26.00,,,,,2025-11-18T15:39:42Z
Chris Brooks,RB,11,2025,GB,NYG,away,-7.50,41.50,00-0038685,24.50,,4300,31.00,0.38,0.08,,,2025-11-18T15:39:42Z
Emari Demercado,RB,11,2025,ARI,SF,home,3.50,48.50,00-0038705,22.50,,4500,18.00,2.37,4.30,1.41,-1.24,2025-11-18T15:39:42Z
Hunter Luepke,RB,11,2025,DAL,LV,away,-3.50,48.50,00-0038738,26.00,,,15.00,,,,,2025-11-18T15:39:42Z
Jaleel McLaughlin,RB,11,2025,DEN,KC,home,3.50,44.50,00-0038794,20.50,,4000,7.00,0.95,0.10,0.04,-0.03,2025-11-18T15:39:42Z
Emanuel Wilson,RB,11,2025,GB,NYG,away,-7.50,41.50,00-0038797,24.50,,4600,31.00,1.10,0.96,0.06,-0.42,2025-11-18T15:39:42Z
Sean Tucker,RB,11,2025,TB,BUF,away,6.00,46.50,00-0038951,20.25,,5000,27.00,1.51,1.44,1.15,0.43,2025-11-18T15:39:42Z
Roschon Johnson,RB,11,2025,CHI,MIN,away,3.00,47.50,00-0039021,22.25,,4000,13.00,0.12,0.01,,,2025-11-18T15:39:42Z
Tyjae Spears,RB,11,2025,TEN,HOU,home,5.50,37.50,00-0039032,16.00,,4900,8.00,2.03,2.54,2.45,0.68,2025-11-18T15:39:42Z
De'Von Achane,RB,11,2025,MIA,WAS,home,-2.50,47.50,00-0039040,25.00,,,24.00,,,,,2025-11-18T15:39:42Z
Jahmyr Gibbs,RB,11,2025,DET,PHI,away,2.50,46.50,00-0039139,22.00,,,22.00,,,,,2025-11-18T15:39:42Z
Zach Charbonnet,RB,11,2025,SEA,LA,away,3.00,49.50,00-0039165,23.25,,5100,2.00,1.64,0.73,2.10,1.79,2025-11-18T15:39:42Z
George Holani,RB,11,2025,SEA,LA,away,3.00,49.50,00-0039299,23.25,,4000,2.00,0.29,0.04,0.01,-0.03,2025-11-18T15:39:42Z
Jack Westover,RB,11,2025,NE,NYJ,home,-12.50,43.50,00-0039305,28.00,,,16.00,,,,,2025-11-18T15:39:42Z
Tyrone Tracy Jr.,RB,11,2025,NYG,GB,home,7.50,41.50,00-0039384,17.00,,5600,6.00,2.14,4.40,4.30,0.60,2025-11-18T15:39:42Z
Kimani Vidal,RB,11,2025,LAC,JAX,away,-3.00,43.50,00-0039391,23.25,,5900,8.00,2.55,10.52,7.61,-2.65,2025-11-18T15:39:42Z
Dylan Laube,RB,11,2025,LV,DAL,home,3.50,48.50,00-0039407,22.50,,,30.00,,,,,2025-11-18T15:39:42Z
Blake Corum,RB,11,2025,LA,SEA,home,-3.00,49.50,00-0039738,26.25,,4400,12.00,1.52,1.56,0.24,-0.96,2025-11-18T15:39:42Z
Will Shipley,RB,11,2025,PHI,DET,home,-2.50,46.50,00-0039746,24.50,,,1.00,,,,,2025-11-18T15:39:42Z
Terrell Jennings,RB,11,2025,NE,NYJ,home,-12.50,43.50,00-0039757,28.00,,,16.00,,,,,2025-11-18T15:39:42Z
Rasheen Ali,RB,11,2025,BAL,CLE,away,-7.50,37.50,00-0039796,22.50,,4000,3.00,0.12,0.01,,,2025-11-18T15:39:42Z
Isaiah Davis,RB,11,2025,NYJ,NE,away,12.50,43.50,00-0039798,15.50,,,4.00,,,,,2025-11-18T15:39:42Z
Jaylen Wright,RB,11,2025,MIA,WAS,home,-2.50,47.50,00-0039874,25.00,,,24.00,,,,,2025-11-18T15:39:42Z
Ray Davis,RB,11,2025,BUF,TB,home,-6.00,46.50,00-0039875,26.25,,4000,23.00,0.46,0.02,,,2025-11-18T15:39:42Z
Amar Johnson,RB,11,2025,LAC,JAX,away,-3.00,43.50,00-0040039,23.25,,4000,8.00,0.13,0.00,,,2025-11-18T15:39:42Z
Brashard Smith,RB,11,2025,KC,DEN,away,-3.50,44.50,00-0040078,24.00,,4100,5.00,1.48,0.30,0.20,0.04,2025-11-18T15:39:42Z
Ashton Jeanty,RB,11,2025,LV,DAL,home,3.50,48.50,00-0040122,22.50,,,30.00,,,,,2025-11-18T15:39:42Z
Kaleb Johnson,RB,11,2025,PIT,CIN,home,-5.50,48.50,00-0040142,27.00,,4000,32.00,0.38,0.21,0.01,-0.16,2025-11-18T15:39:42Z
Dylan Sampson,RB,11,2025,CLE,BAL,home,7.50,37.50,00-0040162,15.00,,4200,25.00,0.95,0.26,0.04,-0.09,2025-11-18T15:39:42Z
Ollie Gordon II,RB,11,2025,MIA,WAS,home,-2.50,47.50,00-0040198,25.00,,,24.00,,,,,2025-11-18T15:39:42Z
Tahj Brooks,RB,11,2025,CIN,PIT,away,5.50,48.50,00-0040208,21.50,,4000,11.00,0.83,0.11,,,2025-11-18T15:39:42Z
Kyle Monangai,RB,11,2025,CHI,MIN,away,3.00,47.50,00-0040236,22.25,,5300,13.00,1.48,0.70,0.81,0.46,2025-11-18T15:39:42Z
LeQuint Allen Jr.,RB,11,2025,JAX,LAC,home,3.00,43.50,00-0040238,20.25,,4000,14.00,0.40,0.03,0.01,-0.02,2025-11-18T15:39:42Z
Jacory Croskey-Merritt,RB,11,2025,WAS,MIA,away,2.50,47.50,00-0040242,22.50,,,26.00,,,,,2025-11-18T15:39:42Z
Nathan Carter,RB,11,2025,ATL,CAR,home,-4.50,42.50,00-0040547,23.50,,4000,17.00,0.03,0.00,,,2025-11-18T15:39:42Z
Woody Marks,RB,11,2025,HOU,TEN,away,-5.50,37.50,00-0040583,21.50,,5400,29.00,2.28,10.99,6.34,-3.66,2025-11-18T15:39:42Z
Jaydon Blue,RB,11,2025,DAL,LV,away,-3.50,48.50,00-0040586,26.00,,,15.00,,,,,2025-11-18T15:39:42Z
Trevor Etienne,RB,11,2025,CAR,ATL,away,4.50,42.50,00-0040644,19.00,,4000,28.00,0.18,0.01,,,2025-11-18T15:39:42Z
Bhayshul Tuten,RB,11,2025,JAX,LAC,home,3.00,43.50,00-0040719,20.25,,4700,14.00,1.14,0.15,0.42,0.34,2025-11-18T15:39:42Z
RJ Harvey,RB,11,2025,DEN,KC,home,3.50,44.50,00-0040730,20.50,,5400,7.00,2.54,11.42,7.81,-5.19,2025-11-18T15:39:42Z
TreVeyon Henderson,RB,11,2025,NE,NYJ,home,-12.50,43.50,00-0040734,28.00,,,16.00,,,,,2025-11-18T15:39:42Z
Quinshon Judkins,RB,11,2025,CLE,BAL,home,7.50,37.50,00-0040784,15.00,,6400,25.00,1.99,4.29,5.89,2.23,2025-11-18T15:39:42Z
Adam Thielen,WR,11,2025,MIN,CHI,home,-3.00,47.50,00-0030035,25.25,,3000,28.00,0.62,0.03,0.08,0.06,2025-11-18T15:39:42Z
Keenan Allen,WR,11,2025,LAC,JAX,away,-3.00,43.50,00-0030279,23.25,,5300,25.00,2.29,5.66,5.60,1.27,2025-11-18T15:39:42Z
DeAndre Hopkins,WR,11,2025,BAL,CLE,away,-7.50,37.50,00-0030564,22.50,,3400,12.00,1.66,1.30,2.51,0.88,2025-11-18T15:39:42Z
Davante Adams,WR,11,2025,LA,SEA,home,-3.00,49.50,00-0031381,26.25,,7700,10.00,2.16,6.14,8.36,3.61,2025-11-18T15:39:42Z
Stefon Diggs,WR,11,2025,NE,NYJ,home,-12.50,43.50,00-0031588,28.00,,,9.00,,,,,2025-11-18T15:39:42Z
Tyler Lockett,WR,11,2025,LV,DAL,home,3.50,48.50,00-0032211,22.50,,,31.00,,,,,2025-11-18T15:39:42Z
Sterling Shepard,WR,11,2025,TB,BUF,away,6.00,46.50,00-0032385,20.25,,4200,14.00,1.55,0.82,0.68,0.27,2025-11-18T15:39:42Z
Chris Moore,WR,11,2025,WAS,MIA,away,2.50,47.50,00-0032398,22.50,,,4.00,,,,,2025-11-18T15:39:42Z
Kalif Raymond,WR,11,2025,DET,PHI,away,2.50,46.50,00-0032464,22.00,,,15.00,,,,,2025-11-18T15:39:42Z
Robbie Chosen,WR,11,2025,WAS,MIA,away,2.50,47.50,00-0032688,22.50,,,4.00,,,,,2025-11-18T15:39:42Z
Demarcus Robinson,WR,11,2025,SF,ARI,away,-3.50,48.50,00-0032775,26.00,,3000,17.00,0.96,0.02,0.29,0.28,2025-11-18T15:39:42Z
Curtis Samuel,WR,11,2025,BUF,TB,home,-6.00,46.50,00-0033282,26.25,,3200,20.00,1.14,0.22,0.43,0.32,2025-11-18T15:39:42Z
Kendrick Bourne,WR,11,2025,SF,ARI,away,-3.50,48.50,00-0033307,26.00,,4300,17.00,1.25,0.82,0.31,-0.10,2025-11-18T15:39:42Z
Tim Patrick,WR,11,2025,JAX,LAC,home,3.00,43.50,00-0033375,20.25,,3000,2.00,1.13,0.09,5.22,5.18,2025-11-18T15:39:42Z
Mack Hollins,WR,11,2025,NE,NYJ,home,-12.50,43.50,00-0033555,28.00,,,9.00,,,,,2025-11-18T15:39:42Z
JuJu Smith-Schuster,WR,11,2025,KC,DEN,away,-3.50,44.50,00-0033857,24.00,,,1.00,,0.00,0.06,0.06,2025-11-18T15:39:42Z
Cooper Kupp,WR,11,2025,SEA,LA,away,3.00,49.50,00-0033908,23.25,,4100,18.00,2.29,4.86,3.92,0.41,2025-11-18T15:39:42Z
Courtland Sutton,WR,11,2025,DEN,KC,home,3.50,44.50,00-0034348,20.50,,5900,3.00,2.14,2.82,6.99,4.57,2025-11-18T15:39:42Z
Cedrick Wilson Jr.,WR,11,2025,MIA,WAS,home,-2.50,47.50,00-0034418,25.00,,,30.00,,,,,2025-11-18T15:39:42Z
Allen Lazard,WR,11,2025,NYJ,NE,away,12.50,43.50,00-0034521,15.50,,,19.00,,,,,2025-11-18T15:39:42Z
Christian Kirk,WR,11,2025,HOU,TEN,away,-5.50,37.50,00-0034775,21.50,,3800,23.00,1.64,0.58,1.81,1.52,2025-11-18T15:39:42Z
DJ Moore,WR,11,2025,CHI,MIN,away,3.00,47.50,00-0034827,22.25,,5200,8.00,1.81,2.20,2.51,0.91,2025-11-18T15:39:42Z
Calvin Ridley,WR,11,2025,TEN,HOU,home,5.50,37.50,00-0034837,16.00,,4700,5.00,2.04,2.59,2.33,0.54,2025-11-18T15:39:42Z
KhaDarel Hodge,WR,11,2025,ATL,CAR,home,-4.50,42.50,00-0034854,23.50,,3000,6.00,0.08,0.00,,,2025-11-18T15:39:42Z
Jakobi Meyers,WR,11,2025,JAX,LAC,home,3.00,43.50,00-0034960,20.25,,4600,2.00,2.58,6.84,3.28,-2.64,2025-11-18T15:39:42Z
Olamide Zaccheaus,WR,11,2025,CHI,MIN,away,3.00,47.50,00-0035208,22.25,,3300,8.00,2.13,3.10,1.09,-1.96,2025-11-18T15:39:42Z
David Sills V,WR,11,2025,ATL,CAR,home,-4.50,42.50,00-0035359,23.50,,3000,6.00,0.77,0.01,0.27,0.26,2025-11-18T15:39:42Z
Lil'Jordan Humphrey,WR,11,2025,DEN,KC,home,3.50,44.50,00-0035406,20.50,,3000,13.00,0.55,0.06,0.02,0.02,2025-11-18T15:39:42Z
Greg Dortch,WR,11,2025,ARI,SF,home,3.50,48.50,00-0035500,22.50,,3300,21.00,1.84,3.24,6.10,1.98,2025-11-18T15:39:42Z
Tom Kennedy,WR,11,2025,DET,PHI,away,2.50,46.50,00-0035544,22.00,,,15.00,,,,,2025-11-18T15:39:42Z
Alex Bachman,WR,11,2025,LV,DAL,home,3.50,48.50,00-0035602,22.50,,,31.00,,,,,2025-11-18T15:39:42Z
DK Metcalf,WR,11,2025,PIT,CIN,home,-5.50,48.50,00-0035640,27.00,,5700,16.00,2.59,10.70,9.81,-2.00,2025-11-18T15:39:42Z
Gunner Olszewski,WR,11,2025,NYG,GB,home,7.50,41.50,00-0035645,17.00,,3000,13.00,1.51,0.05,2.83,2.80,2025-11-18T15:39:42Z
Marquise Brown,WR,11,2025,KC,DEN,away,-3.50,44.50,00-0035662,24.00,,4300,1.00,1.79,1.86,0.45,-0.99,2025-11-18T15:39:42Z
A.J. Brown,WR,11,2025,PHI,DET,home,-2.50,46.50,00-0035676,24.50,,,22.00,,,,,2025-11-18T15:39:42Z
Deebo Samuel Sr.,WR,11,2025,WAS,MIA,away,2.50,47.50,00-0035719,22.50,,,4.00,,,,,2025-11-18T15:39:42Z
Andre Baccellia,WR,11,2025,ARI,SF,home,3.50,48.50,00-0035876,22.50,,3000,21.00,0.76,0.04,,,2025-11-18T15:39:42Z
Cody White,WR,11,2025,SEA,LA,away,3.00,49.50,00-0035891,23.25,,3000,18.00,0.11,0.00,,,2025-11-18T15:39:42Z
Isaiah Hodgins,WR,11,2025,NYG,GB,home,7.50,41.50,00-0036165,17.00,,3000,16.00,1.22,0.12,0.14,0.08,2025-11-18T15:39:42Z
Mason Kinsey,WR,11,2025,TEN,HOU,home,5.50,37.50,00-0036176,16.00,,3000,5.00,0.17,0.01,,,2025-11-18T15:39:42Z
Nick Westbrook-Ikhine,WR,11,2025,MIA,WAS,home,-2.50,47.50,00-0036182,25.00,,,30.00,,,,,2025-11-18T15:39:42Z
Gabe Davis,WR,11,2025,BUF,TB,home,-6.00,46.50,00-0036196,26.25,,3500,20.00,1.12,0.14,0.01,-0.06,2025-11-18T15:39:42Z
Jauan Jennings,WR,11,2025,SF,ARI,away,-3.50,48.50,00-0036259,26.00,,5100,17.00,2.35,7.99,7.06,-1.44,2025-11-18T15:39:42Z
Darnell Mooney,WR,11,2025,ATL,CAR,home,-4.50,42.50,00-0036309,23.50,,3700,6.00,2.46,4.32,2.60,-1.54,2025-11-18T15:39:42Z
Justin Jefferson,WR,11,2025,MIN,CHI,home,-3.00,47.50,00-0036322,25.25,,7500,28.00,2.36,13.36,14.44,0.76,2025-11-18T15:39:42Z
Devin Duvernay,WR,11,2025,CHI,MIN,away,3.00,47.50,00-0036331,22.25,,3000,8.00,0.18,0.00,,,2025-11-18T15:39:42Z
CeeDee Lamb,WR,11,2025,DAL,LV,away,-3.50,48.50,00-0036358,26.00,,,27.00,,,,,2025-11-18T15:39:42Z
Jerry Jeudy,WR,11,2025,CLE,BAL,home,7.50,37.50,00-0036407,15.00,,4400,29.00,2.43,5.25,2.10,-0.89,2025-11-18T15:39:42Z
Tee Higgins,WR,11,2025,CIN,PIT,away,5.50,48.50,00-0036410,21.50,,6000,32.00,2.21,9.92,8.25,-0.62,2025-11-18T15:39:42Z
Van Jefferson,WR,11,2025,TEN,HOU,home,5.50,37.50,00-0036415,16.00,,3100,5.00,0.92,0.08,0.02,-0.02,2025-11-18T15:39:42Z
Tyler Johnson,WR,11,2025,NYJ,NE,away,12.50,43.50,00-0036427,15.50,,,19.00,,,,,2025-11-18T15:39:42Z
Nico Collins,WR,11,2025,HOU,TEN,away,-5.50,37.50,00-0036554,21.50,,6700,23.00,2.35,8.70,10.15,0.80,2025-11-18T15:39:42Z
Jaylen Waddle,WR,11,2025,MIA,WAS,home,-2.50,47.50,00-0036613,25.00,,,30.00,,,,,2025-11-18T15:39:42Z
Dyami Brown,WR,11,2025,JAX,LAC,home,3.00,43.50,00-0036626,20.25,,3600,2.00,1.48,0.56,1.02,0.74,2025-11-18T15:39:42Z
Tylan Wallace,WR,11,2025,BAL,CLE,away,-7.50,37.50,00-0036630,22.50,,3000,12.00,0.98,0.06,0.21,0.18,2025-11-18T15:39:42Z
