display_name,position,week,season,team,opp,game_location,spread_line,total_line,gsis_id,proj_team_score,Projection,salary,opp_Rank,Value,ProjectedOwnership,optimal_exposure,PotentialLeverage,last_update
Davis Mills,QB,12,2025,HOU,BUF,home,5.50,43.50,00-0036898,19.00,15.20,,5.00,,,,,2025-11-24T20:55:36Z
Trevor Lawrence,QB,12,2025,JAX,ARI,away,-2.50,47.50,00-0036971,25.00,16.63,5100,7.00,3.37,6.60,4.31,-2.29,2025-11-24T20:55:36Z
Brock Purdy,QB,12,2025,SF,CAR,home,-7.50,49.50,00-0037834,28.50,19.94,,8.00,,,,,2025-11-24T20:55:36Z
Bryce Young,QB,12,2025,CAR,SF,away,7.50,49.50,00-0039150,21.00,14.86,,24.00,,,,,2025-11-24T20:55:36Z
Drake Maye,QB,12,2025,NE,CIN,away,-7.50,50.50,00-0039851,29.00,23.28,6900,31.00,3.27,16.10,12.93,-3.17,2025-11-24T20:55:36Z
Caleb Williams,QB,12,2025,CHI,PIT,home,-3.00,46.50,00-0039918,24.75,17.70,5700,25.00,3.22,8.40,4.63,-3.76,2025-11-24T20:55:36Z
J.J. McCarthy,QB,12,2025,MIN,GB,away,6.50,41.50,00-0039923,17.50,14.37,5000,6.00,2.93,0.57,2.69,2.12,2025-11-24T20:55:36Z
Shedeur Sanders,QB,12,2025,CLE,LV,away,3.00,35.50,00-0040668,16.25,11.91,4200,18.00,3.20,1.96,1.06,-0.91,2025-11-24T20:55:36Z
Cam Ward,QB,12,2025,TEN,SEA,home,12.50,41.50,00-0040676,14.50,10.75,4500,15.00,2.72,0.54,0.21,-0.34,2025-11-24T20:55:36Z
Tyler Shough,QB,12,2025,NO,ATL,home,-1.50,41.50,00-0040743,21.50,15.52,4400,14.00,3.38,4.00,4.30,0.17,2025-11-24T20:55:36Z
Kyle Juszczyk,RB,12,2025,SF,CAR,home,-7.50,49.50,00-0029892,28.50,3.41,,22.00,,,,,2025-11-24T20:55:36Z
Raheem Mostert,RB,12,2025,LV,CLE,home,-3.00,35.50,00-0031687,19.25,3.16,4000,6.00,0.90,0.11,0.03,-0.08,2025-11-24T20:55:36Z
Ameer Abdullah,RB,12,2025,IND,KC,away,3.50,50.50,00-0032104,23.50,2.35,4000,7.00,0.64,0.26,0.01,-0.25,2025-11-24T20:55:36Z
Derrick Henry,RB,12,2025,BAL,NYJ,home,-14.00,44.50,00-0032764,29.25,15.88,7600,19.00,2.05,11.52,10.25,-1.27,2025-11-24T20:55:36Z
C.J. Ham,RB,12,2025,MIN,GB,away,6.50,41.50,00-0032918,17.50,0.30,4000,12.00,0.08,0.01,,,2025-11-24T20:55:36Z
Christian McCaffrey,RB,12,2025,SF,CAR,home,-7.50,49.50,00-0033280,28.50,26.24,,22.00,,,,,2025-11-24T20:55:36Z
Aaron Jones Sr.,RB,12,2025,MIN,GB,away,6.50,41.50,00-0033293,17.50,11.27,5700,12.00,2.33,6.61,4.04,-2.57,2025-11-24T20:55:36Z
Patrick Ricard,RB,12,2025,BAL,NYJ,home,-14.00,44.50,00-0033376,29.25,0.82,4000,19.00,0.14,0.03,0.45,0.42,2025-11-24T20:55:36Z
Dare Ogunbowale,RB,12,2025,HOU,BUF,home,5.50,43.50,00-0033854,19.00,0.92,,31.00,,,,,2025-11-24T20:55:36Z
Alvin Kamara,RB,12,2025,NO,ATL,home,-1.50,41.50,00-0033906,21.50,13.13,5500,28.00,2.49,10.42,7.39,-3.53,2025-11-24T20:55:36Z
Kareem Hunt,RB,12,2025,KC,IND,home,-3.50,50.50,00-0033923,27.00,11.08,5100,11.00,2.37,9.41,4.79,-4.62,2025-11-24T20:55:36Z
Nick Chubb,RB,12,2025,HOU,BUF,home,5.50,43.50,00-0034791,19.00,4.99,,31.00,,,,,2025-11-24T20:55:36Z
Saquon Barkley,RB,12,2025,PHI,DAL,away,-3.00,47.50,00-0034844,25.25,16.55,7500,29.00,2.34,12.62,10.56,-2.05,2025-11-24T20:55:36Z
Andrew Beck,RB,12,2025,NYJ,BAL,away,14.00,44.50,00-0034959,15.25,0.85,4000,21.00,0.23,0.04,0.01,0.00,2025-11-24T20:55:36Z
Justice Hill,RB,12,2025,BAL,NYJ,home,-14.00,44.50,00-0034975,29.25,4.79,4200,19.00,1.16,0.20,0.59,0.39,2025-11-24T20:55:36Z
Devin Singletary,RB,12,2025,NYG,DET,away,14.00,50.50,00-0035250,18.25,7.40,4800,1.00,1.61,1.43,0.96,-0.47,2025-11-24T20:55:36Z
Tony Pollard,RB,12,2025,TEN,SEA,home,12.50,41.50,00-0035261,14.50,8.89,5000,9.00,1.87,1.72,2.26,0.53,2025-11-24T20:55:36Z
Ty Johnson,RB,12,2025,BUF,HOU,away,-5.50,43.50,00-0035537,24.50,4.80,,8.00,,,,,2025-11-24T20:55:36Z
Craig Reynolds,RB,12,2025,DET,NYG,home,-14.00,50.50,00-0035567,32.25,0.61,4000,30.00,0.12,0.03,,,2025-11-24T20:55:36Z
David Montgomery,RB,12,2025,DET,NYG,home,-14.00,50.50,00-0035685,32.25,11.49,5300,30.00,2.09,8.35,6.72,-1.63,2025-11-24T20:55:36Z
Rico Dowdle,RB,12,2025,CAR,SF,away,7.50,49.50,00-0036139,21.00,15.85,,17.00,,,,,2025-11-24T20:55:36Z
Reggie Gilliam,RB,12,2025,BUF,HOU,away,-5.50,43.50,00-0036187,24.50,0.03,,8.00,,,,,2025-11-24T20:55:36Z
Jonathan Taylor,RB,12,2025,IND,KC,away,3.50,50.50,00-0036223,23.50,20.56,10000,7.00,2.13,9.28,11.28,2.00,2025-11-24T20:55:36Z
A.J. Dillon,RB,12,2025,PHI,DAL,away,-3.00,47.50,00-0036265,25.25,0.39,4000,29.00,0.11,0.01,,,2025-11-24T20:55:36Z
D'Andre Swift,RB,12,2025,CHI,PIT,home,-3.00,46.50,00-0036275,24.75,13.29,5600,10.00,2.69,10.00,7.64,-2.36,2025-11-24T20:55:36Z
Clyde Edwards-Helaire,RB,12,2025,KC,IND,home,-3.50,50.50,00-0036360,27.00,0.38,4000,11.00,0.25,0.01,,,2025-11-24T20:55:36Z
Chuba Hubbard,RB,12,2025,CAR,SF,away,7.50,49.50,00-0036555,21.00,4.48,,17.00,,,,,2025-11-24T20:55:36Z
Elijah Mitchell,RB,12,2025,KC,IND,home,-3.50,50.50,00-0036567,27.00,1.51,4000,11.00,0.31,0.03,0.06,0.03,2025-11-24T20:55:36Z
Jermar Jefferson,RB,12,2025,ARI,JAX,home,2.50,47.50,00-0036670,22.50,1.70,4000,5.00,0.30,0.01,0.04,0.03,2025-11-24T20:55:36Z
Rhamondre Stevenson,RB,12,2025,NE,CIN,away,-7.50,50.50,00-0036875,29.00,8.37,5200,32.00,1.78,3.36,1.77,-1.58,2025-11-24T20:55:36Z
Kenneth Gainwell,RB,12,2025,PIT,CHI,away,3.00,46.50,00-0036919,21.75,9.83,5500,16.00,1.87,2.52,2.14,-0.39,2025-11-24T20:55:36Z
Michael Carter,RB,12,2025,ARI,JAX,home,2.50,47.50,00-0036924,22.50,7.80,4400,5.00,1.99,1.48,1.50,0.01,2025-11-24T20:55:36Z
Travis Etienne Jr.,RB,12,2025,JAX,ARI,away,-2.50,47.50,00-0036973,25.00,14.00,5900,23.00,2.33,7.58,9.06,1.48,2025-11-24T20:55:36Z
Javonte Williams,RB,12,2025,DAL,PHI,home,3.00,47.50,00-0036997,22.25,14.95,6500,20.00,2.39,11.42,9.36,-2.05,2025-11-24T20:55:36Z
Tyler Goodson,RB,12,2025,IND,KC,away,3.50,50.50,00-0037120,23.50,0.78,4000,7.00,0.22,0.05,,,2025-11-24T20:55:36Z
Zonovan Knight,RB,12,2025,ARI,JAX,home,2.50,47.50,00-0037157,22.50,10.27,4900,5.00,2.26,7.30,3.97,-3.34,2025-11-24T20:55:36Z
Jaylen Warren,RB,12,2025,PIT,CHI,away,3.00,46.50,00-0037228,21.75,12.42,6600,16.00,1.89,2.76,5.27,2.50,2025-11-24T20:55:36Z
James Cook III,RB,12,2025,BUF,HOU,away,-5.50,43.50,00-0037248,24.50,16.64,,8.00,,,,,2025-11-24T20:55:36Z
Rachaad White,RB,12,2025,TB,LA,away,7.00,49.50,00-0037256,21.25,9.73,,3.00,,,,,2025-11-24T20:55:36Z
Tyler Allgeier,RB,12,2025,ATL,NO,away,1.50,41.50,00-0037263,20.00,6.79,4500,18.00,1.53,0.82,1.17,0.31,2025-11-24T20:55:36Z
Jerome Ford,RB,12,2025,CLE,LV,away,3.00,35.50,00-0037267,16.25,4.10,4000,14.00,1.03,0.20,0.28,0.07,2025-11-24T20:55:36Z
Brittain Brown,RB,12,2025,CHI,PIT,home,-3.00,46.50,00-0037329,24.75,0.00,4000,10.00,0.05,0.00,,,2025-11-24T20:55:36Z
Jordan Mason,RB,12,2025,MIN,GB,away,6.50,41.50,00-0037525,17.50,5.62,5200,12.00,1.07,0.16,0.59,0.43,2025-11-24T20:55:36Z
Malik Davis,RB,12,2025,DAL,PHI,home,3.00,47.50,00-0037563,22.25,1.74,4000,20.00,0.54,0.03,0.01,-0.02,2025-11-24T20:55:36Z
Julius Chestnut,RB,12,2025,TEN,SEA,home,12.50,41.50,00-0037594,14.50,0.33,4000,9.00,0.19,0.04,,,2025-11-24T20:55:36Z
Brian Robinson Jr.,RB,12,2025,SF,CAR,home,-7.50,49.50,00-0037746,28.50,4.29,,22.00,,,,,2025-11-24T20:55:36Z
Kyren Williams,RB,12,2025,LA,TB,home,-7.00,49.50,00-0037840,28.25,14.20,,26.00,,,,,2025-11-24T20:55:36Z
Zamir White,RB,12,2025,LV,CLE,home,-3.00,35.50,00-0038040,19.25,0.36,4000,6.00,0.15,0.01,,,2025-11-24T20:55:36Z
Pierre Strong Jr.,RB,12,2025,GB,MIN,home,-6.50,41.50,00-0038098,24.00,1.57,4000,13.00,0.36,0.01,0.02,0.01,2025-11-24T20:55:36Z
Breece Hall,RB,12,2025,NYJ,BAL,away,14.00,44.50,00-0038120,15.25,14.28,6100,21.00,2.42,11.34,9.16,-2.43,2025-11-24T20:55:36Z
Kenneth Walker III,RB,12,2025,SEA,TEN,away,-12.50,41.50,00-0038134,27.00,13.35,5400,25.00,2.50,11.18,9.20,-1.98,2025-11-24T20:55:36Z
Eric Gray,RB,12,2025,NYG,DET,away,14.00,50.50,00-0038396,18.25,0.53,4000,1.00,0.13,0.04,,,2025-11-24T20:55:36Z
Zavier Scott,RB,12,2025,MIN,GB,away,6.50,41.50,00-0038440,17.50,0.48,4000,12.00,0.15,0.00,,,2025-11-24T20:55:36Z
Keaton Mitchell,RB,12,2025,BAL,NYJ,home,-14.00,44.50,00-0038454,29.25,4.47,4000,19.00,1.28,0.69,0.27,-0.42,2025-11-24T20:55:36Z
Owen Wright,RB,12,2025,TB,LA,away,7.00,49.50,00-0038458,21.25,0.42,,3.00,,,,,2025-11-24T20:55:36Z
Bijan Robinson,RB,12,2025,ATL,NO,away,1.50,41.50,00-0038542,20.00,22.29,8500,18.00,2.64,13.54,21.67,8.17,2025-11-24T20:55:36Z
Tank Bigsby,RB,12,2025,PHI,DAL,away,-3.00,47.50,00-0038555,25.25,3.27,4500,29.00,0.61,0.28,0.19,-0.09,2025-11-24T20:55:36Z
Chase Brown,RB,12,2025,CIN,NE,home,7.50,50.50,00-0038597,21.50,16.31,6200,2.00,3.05,23.06,12.04,-11.02,2025-11-24T20:55:36Z
Chris Brooks,RB,12,2025,GB,MIN,home,-6.50,41.50,00-0038685,24.00,4.43,4800,13.00,1.24,0.13,0.05,-0.08,2025-11-24T20:55:36Z
Hunter Luepke,RB,12,2025,DAL,PHI,home,3.00,47.50,00-0038738,22.25,0.97,4000,20.00,0.52,0.02,,,2025-11-24T20:55:36Z
Emanuel Wilson,RB,12,2025,GB,MIN,home,-6.50,41.50,00-0038797,24.00,12.60,5300,13.00,2.81,21.47,6.44,-15.03,2025-11-24T20:55:36Z
Sean Tucker,RB,12,2025,TB,LA,away,7.00,49.50,00-0038951,21.25,11.05,,3.00,,,,,2025-11-24T20:55:36Z
Tyjae Spears,RB,12,2025,TEN,SEA,home,12.50,41.50,00-0039032,14.50,10.06,4700,9.00,2.19,1.76,4.30,2.54,2025-11-24T20:55:36Z
Jahmyr Gibbs,RB,12,2025,DET,NYG,home,-14.00,50.50,00-0039139,32.25,20.97,8300,30.00,2.38,22.13,19.93,-2.20,2025-11-24T20:55:36Z
Zach Charbonnet,RB,12,2025,SEA,TEN,away,-12.50,41.50,00-0039165,27.00,9.35,4900,25.00,1.84,1.58,3.64,2.06,2025-11-24T20:55:36Z
George Holani,RB,12,2025,SEA,TEN,away,-12.50,41.50,00-0039299,27.00,1.99,4000,25.00,0.38,0.13,0.19,0.06,2025-11-24T20:55:36Z
Isaac Guerendo,RB,12,2025,SF,CAR,home,-7.50,49.50,00-0039363,28.50,1.31,,22.00,,,,,2025-11-24T20:55:36Z
Sione Vaki,RB,12,2025,DET,NYG,home,-14.00,50.50,00-0039364,32.25,0.08,4000,30.00,0.02,0.02,,,2025-11-24T20:55:36Z
Audric Estime,RB,12,2025,NO,ATL,home,-1.50,41.50,00-0039373,21.50,1.64,4000,28.00,0.26,0.01,0.02,0.01,2025-11-24T20:55:36Z
Tyrone Tracy Jr.,RB,12,2025,NYG,DET,away,14.00,50.50,00-0039384,18.25,11.89,5800,1.00,2.25,4.96,4.52,-0.45,2025-11-24T20:55:36Z
Dylan Laube,RB,12,2025,LV,CLE,home,-3.00,35.50,00-0039407,19.25,0.49,4000,6.00,0.17,0.01,,,2025-11-24T20:55:36Z
British Brooks,RB,12,2025,HOU,BUF,home,5.50,43.50,00-0039603,19.00,0.53,,31.00,,,,,2025-11-24T20:55:36Z
Blake Corum,RB,12,2025,LA,TB,home,-7.00,49.50,00-0039738,28.25,5.37,,26.00,,,,,2025-11-24T20:55:36Z
Will Shipley,RB,12,2025,PHI,DAL,away,-3.00,47.50,00-0039746,25.25,1.67,4000,29.00,0.44,0.03,,,2025-11-24T20:55:36Z
Terrell Jennings,RB,12,2025,NE,CIN,away,-7.50,50.50,00-0039757,29.00,0.52,4700,32.00,0.11,0.15,,,2025-11-24T20:55:36Z
Isaiah Davis,RB,12,2025,NYJ,BAL,away,14.00,44.50,00-0039798,15.25,6.12,4600,21.00,1.41,0.42,0.42,0.04,2025-11-24T20:55:36Z
MarShawn Lloyd,RB,12,2025,GB,MIN,home,-6.50,41.50,00-0039811,24.00,1.12,4000,13.00,0.24,0.00,0.03,0.03,2025-11-24T20:55:36Z
Ray Davis,RB,12,2025,BUF,HOU,away,-5.50,43.50,00-0039875,24.50,1.14,,8.00,,,,,2025-11-24T20:55:36Z
Brashard Smith,RB,12,2025,KC,IND,home,-3.50,50.50,00-0040078,27.00,4.06,4000,11.00,1.46,0.10,0.06,-0.04,2025-11-24T20:55:36Z
Ashton Jeanty,RB,12,2025,LV,CLE,home,-3.00,35.50,00-0040122,19.25,14.62,6300,6.00,2.55,11.59,7.47,-4.62,2025-11-24T20:55:36Z
Kaleb Johnson,RB,12,2025,PIT,CHI,away,3.00,46.50,00-0040142,21.75,2.05,4100,16.00,0.48,0.09,0.03,-0.06,2025-11-24T20:55:36Z
Dylan Sampson,RB,12,2025,CLE,LV,away,3.00,35.50,00-0040162,16.25,2.69,4100,14.00,0.79,0.02,0.02,-0.01,2025-11-24T20:55:36Z
DJ Giddens,RB,12,2025,IND,KC,away,3.50,50.50,00-0040179,23.50,0.68,4000,7.00,0.26,0.03,,,2025-11-24T20:55:36Z
Devin Neal,RB,12,2025,NO,ATL,home,-1.50,41.50,00-0040202,21.50,4.52,4300,28.00,1.15,0.09,0.30,0.21,2025-11-24T20:55:36Z
Kalel Mullings,RB,12,2025,TEN,SEA,home,12.50,41.50,00-0040205,14.50,0.45,4000,9.00,0.15,0.05,,,2025-11-24T20:55:36Z
Tahj Brooks,RB,12,2025,CIN,NE,home,7.50,50.50,00-0040208,21.50,2.77,4000,2.00,0.72,0.39,0.02,-0.37,2025-11-24T20:55:36Z
Kyle Monangai,RB,12,2025,CHI,PIT,home,-3.00,46.50,00-0040236,24.75,6.94,5100,10.00,1.46,0.18,0.78,0.60,2025-11-24T20:55:36Z
LeQuint Allen Jr.,RB,12,2025,JAX,ARI,away,-2.50,47.50,00-0040238,25.00,1.37,4300,23.00,0.37,0.04,,,2025-11-24T20:55:36Z
Raheim Sanders,RB,12,2025,CLE,LV,away,3.00,35.50,00-0040466,16.25,0.01,4000,14.00,0.00,0.00,,,2025-11-24T20:55:36Z
Nathan Carter,RB,12,2025,ATL,NO,away,1.50,41.50,00-0040547,20.00,0.00,4000,18.00,0.07,0.00,,,2025-11-24T20:55:36Z
Woody Marks,RB,12,2025,HOU,BUF,home,5.50,43.50,00-0040583,19.00,12.91,,31.00,,,,,2025-11-24T20:55:36Z
Jaydon Blue,RB,12,2025,DAL,PHI,home,3.00,47.50,00-0040586,22.25,0.86,4000,20.00,0.33,0.01,,,2025-11-24T20:55:36Z
Trevor Etienne,RB,12,2025,CAR,SF,away,7.50,49.50,00-0040644,21.00,0.60,,17.00,,,,,2025-11-24T20:55:36Z
Jarquez Hunter,RB,12,2025,LA,TB,home,-7.00,49.50,00-0040692,28.25,0.48,,26.00,,,,,2025-11-24T20:55:36Z
Bhayshul Tuten,RB,12,2025,JAX,ARI,away,-2.50,47.50,00-0040719,25.00,7.80,4600,23.00,1.91,2.49,1.70,-0.79,2025-11-24T20:55:36Z
TreVeyon Henderson,RB,12,2025,NE,CIN,away,-7.50,50.50,00-0040734,29.00,15.47,6700,32.00,2.31,12.55,10.30,-2.25,2025-11-24T20:55:36Z
Quinshon Judkins,RB,12,2025,CLE,LV,away,3.00,35.50,00-0040784,16.25,12.84,6000,14.00,2.30,5.06,6.17,0.92,2025-11-24T20:55:36Z
Adam Thielen,WR,12,2025,MIN,GB,away,6.50,41.50,00-0030035,17.50,2.54,3000,10.00,0.85,0.05,0.05,0.00,2025-11-24T20:55:36Z
DeAndre Hopkins,WR,12,2025,BAL,NYJ,home,-14.00,44.50,00-0030564,29.25,6.41,3300,15.00,1.92,4.30,1.58,-2.80,2025-11-24T20:55:36Z
Davante Adams,WR,12,2025,LA,TB,home,-7.00,49.50,00-0031381,28.25,15.99,,22.00,,,,,2025-11-24T20:55:36Z
Stefon Diggs,WR,12,2025,NE,CIN,away,-7.50,50.50,00-0031588,29.00,14.93,6500,11.00,2.17,9.80,10.36,0.56,2025-11-24T20:55:36Z
Tyler Lockett,WR,12,2025,LV,CLE,home,-3.00,35.50,00-0032211,19.25,6.36,3500,8.00,1.80,0.44,0.69,0.25,2025-11-24T20:55:36Z
Sterling Shepard,WR,12,2025,TB,LA,away,7.00,49.50,00-0032385,21.25,5.01,,19.00,,,,,2025-11-24T20:55:36Z
Kalif Raymond,WR,12,2025,DET,NYG,home,-14.00,50.50,00-0032464,32.25,4.87,3000,25.00,1.44,0.28,1.13,0.84,2025-11-24T20:55:36Z
Demarcus Robinson,WR,12,2025,SF,CAR,home,-7.50,49.50,00-0032775,28.50,3.53,,7.00,,,,,2025-11-24T20:55:36Z
Kendrick Bourne,WR,12,2025,SF,CAR,home,-7.50,49.50,00-0033307,28.50,3.31,,7.00,,,,,2025-11-24T20:55:36Z
Tim Patrick,WR,12,2025,JAX,ARI,away,-2.50,47.50,00-0033375,25.00,6.67,3200,16.00,1.91,1.24,2.20,0.96,2025-11-24T20:55:36Z
Mack Hollins,WR,12,2025,NE,CIN,away,-7.50,50.50,00-0033555,29.00,8.32,4200,11.00,1.68,2.08,3.22,1.13,2025-11-24T20:55:36Z
Jamal Agnew,WR,12,2025,ATL,NO,away,1.50,41.50,00-0033572,20.00,0.21,3000,13.00,0.04,0.01,,,2025-11-24T20:55:36Z
JuJu Smith-Schuster,WR,12,2025,KC,IND,home,-3.50,50.50,00-0033857,27.00,2.94,,23.00,,0.00,0.04,0.04,2025-11-24T20:55:36Z
Zay Jones,WR,12,2025,ARI,JAX,home,2.50,47.50,00-0033891,22.50,0.00,3000,21.00,0.02,0.00,,,2025-11-24T20:55:36Z
Cooper Kupp,WR,12,2025,SEA,TEN,away,-12.50,41.50,00-0033908,27.00,8.93,4000,24.00,2.26,5.16,3.57,-1.58,2025-11-24T20:55:36Z
Chris Godwin Jr.,WR,12,2025,TB,LA,away,7.00,49.50,00-0033921,21.25,7.77,,19.00,,,,,2025-11-24T20:55:36Z
Ray-Ray McCloud III,WR,12,2025,NYG,DET,away,14.00,50.50,00-0034407,18.25,1.17,3000,20.00,0.21,0.14,0.13,-0.01,2025-11-24T20:55:36Z
Allen Lazard,WR,12,2025,NYJ,BAL,away,14.00,44.50,00-0034521,15.25,1.91,3000,27.00,0.61,0.12,0.04,-0.05,2025-11-24T20:55:36Z
Christian Kirk,WR,12,2025,HOU,BUF,home,5.50,43.50,00-0034775,19.00,5.29,,12.00,,,,,2025-11-24T20:55:36Z
DJ Moore,WR,12,2025,CHI,PIT,home,-3.00,46.50,00-0034827,24.75,9.29,4900,32.00,1.85,2.58,2.84,0.26,2025-11-24T20:55:36Z
KhaDarel Hodge,WR,12,2025,ATL,NO,away,1.50,41.50,00-0034854,20.00,6.68,3000,13.00,2.16,0.67,1.60,0.87,2025-11-24T20:55:36Z
Dante Pettis,WR,12,2025,NO,ATL,home,-1.50,41.50,00-0034860,21.50,0.26,3000,17.00,0.12,0.00,,,2025-11-24T20:55:36Z
Jakobi Meyers,WR,12,2025,JAX,ARI,away,-2.50,47.50,00-0034960,25.00,11.82,4700,16.00,2.37,13.12,8.43,-4.70,2025-11-24T20:55:36Z
Ashton Dulin,WR,12,2025,IND,KC,away,3.50,50.50,00-0035021,23.50,0.91,3000,5.00,0.23,0.02,0.14,0.12,2025-11-24T20:55:36Z
Olamide Zaccheaus,WR,12,2025,CHI,PIT,home,-3.00,46.50,00-0035208,24.75,4.07,3100,32.00,1.53,0.35,0.14,-0.21,2025-11-24T20:55:36Z
Scotty Miller,WR,12,2025,PIT,CHI,away,3.00,46.50,00-0035298,21.75,1.16,3000,26.00,0.60,0.05,,,2025-11-24T20:55:36Z
David Sills V,WR,12,2025,ATL,NO,away,1.50,41.50,00-0035359,20.00,4.95,3300,13.00,1.59,0.28,0.45,0.11,2025-11-24T20:55:36Z
Greg Dortch,WR,12,2025,ARI,JAX,home,2.50,47.50,00-0035500,22.50,7.76,4300,21.00,1.76,3.01,2.08,-0.93,2025-11-24T20:55:36Z
Darius Slayton,WR,12,2025,NYG,DET,away,14.00,50.50,00-0035535,18.25,9.44,4500,20.00,1.81,2.44,4.82,2.39,2025-11-24T20:55:36Z
Alex Bachman,WR,12,2025,LV,CLE,home,-3.00,35.50,00-0035602,19.25,0.24,3000,8.00,0.08,0.01,,,2025-11-24T20:55:36Z
DK Metcalf,WR,12,2025,PIT,CHI,away,3.00,46.50,00-0035640,21.75,12.99,5300,26.00,2.32,7.86,8.97,1.11,2025-11-24T20:55:36Z
Marquise Brown,WR,12,2025,KC,IND,home,-3.50,50.50,00-0035662,27.00,7.70,4200,23.00,1.79,2.08,1.59,-0.49,2025-11-24T20:55:36Z
A.J. Brown,WR,12,2025,PHI,DAL,away,-3.00,47.50,00-0035676,25.25,14.65,5900,31.00,2.27,12.61,11.96,-0.65,2025-11-24T20:55:36Z
Andre Baccellia,WR,12,2025,ARI,JAX,home,2.50,47.50,00-0035876,22.50,1.91,3000,21.00,0.62,0.02,0.01,-0.02,2025-11-24T20:55:36Z
Cody White,WR,12,2025,SEA,TEN,away,-12.50,41.50,00-0035891,27.00,1.04,3000,24.00,0.24,0.01,0.04,0.03,2025-11-24T20:55:36Z
James Proche II,WR,12,2025,TEN,SEA,home,12.50,41.50,00-0036133,14.50,1.71,3000,9.00,0.65,0.08,,,2025-11-24T20:55:36Z
Isaiah Hodgins,WR,12,2025,NYG,DET,away,14.00,50.50,00-0036165,18.25,7.01,3300,20.00,1.86,3.11,1.92,-1.19,2025-11-24T20:55:36Z
Mason Kinsey,WR,12,2025,TEN,SEA,home,12.50,41.50,00-0036176,14.50,4.38,3000,9.00,1.49,0.07,0.44,0.37,2025-11-24T20:55:36Z
Gabe Davis,WR,12,2025,BUF,HOU,away,-5.50,43.50,00-0036196,24.50,5.80,,3.00,,,,,2025-11-24T20:55:36Z
Michael Pittman Jr.,WR,12,2025,IND,KC,away,3.50,50.50,00-0036252,23.50,13.54,6000,5.00,2.10,6.36,8.13,1.76,2025-11-24T20:55:36Z
Jauan Jennings,WR,12,2025,SF,CAR,home,-7.50,49.50,00-0036259,28.50,12.11,,7.00,,,,,2025-11-24T20:55:36Z
