display_name,position,week,season,team,opp,game_location,spread_line,total_line,gsis_id,proj_team_score,Projection,salary,opp_Rank,Value,ProjectedOwnership,optimal_exposure,PotentialLeverage,last_update
Kenneth Gainwell,RB,16,2025,PIT,DET,away,7.50,52.50,00-0036919,22.50,12.34,5100,1.00,2.42,14.23,7.09,-7.14,2025-12-22T23:01:53Z
Michael Carter,RB,16,2025,ARI,ATL,home,2.50,48.50,00-0036924,23.00,11.77,5400,19.00,2.18,10.66,3.00,-7.88,2025-12-22T23:01:53Z
Travis Etienne Jr.,RB,16,2025,JAX,DEN,away,3.50,46.50,00-0036973,21.50,13.81,7000,2.00,1.97,2.78,6.25,3.46,2025-12-22T23:01:53Z
Javonte Williams,RB,16,2025,DAL,LAC,home,-1.50,50.50,00-0036997,26.00,13.78,6400,11.00,2.15,11.88,10.76,-1.12,2025-12-22T23:01:53Z
Tyler Badie,RB,16,2025,DEN,JAX,home,-3.50,46.50,00-0037085,25.00,3.08,4000,4.00,0.77,0.05,0.01,-0.04,2025-12-22T23:01:53Z
Isiah Pacheco,RB,16,2025,KC,TEN,away,-3.50,37.50,00-0037197,20.50,7.31,4800,20.00,1.52,0.68,0.73,0.04,2025-12-22T23:01:53Z
Jaylen Warren,RB,16,2025,PIT,DET,away,7.50,52.50,00-0037228,22.50,10.70,6100,1.00,1.75,6.88,6.03,-0.84,2025-12-22T23:01:53Z
James Cook III,RB,16,2025,BUF,CLE,away,-10.50,41.50,00-0037248,26.00,15.71,7700,14.00,2.04,10.76,13.70,2.93,2025-12-22T23:01:53Z
Rachaad White,RB,16,2025,TB,CAR,away,-3.00,44.50,00-0037256,23.75,4.69,4700,24.00,1.00,0.08,0.27,0.18,2025-12-22T23:01:53Z
Tyler Allgeier,RB,16,2025,ATL,ARI,away,-2.50,48.50,00-0037263,25.50,7.08,4700,28.00,1.51,0.30,1.31,1.00,2025-12-22T23:01:53Z
Jordan Mason,RB,16,2025,MIN,NYG,away,-2.50,41.50,00-0037525,22.00,7.52,5200,31.00,1.45,1.26,1.71,0.46,2025-12-22T23:01:53Z
Malik Davis,RB,16,2025,DAL,LAC,home,-1.50,50.50,00-0037563,26.00,4.15,4900,11.00,0.85,0.48,0.03,-0.45,2025-12-22T23:01:53Z
Julius Chestnut,RB,16,2025,TEN,KC,home,3.50,37.50,00-0037594,17.00,0.24,4000,5.00,0.06,0.00,,,2025-12-22T23:01:53Z
Hassan Haskins,RB,16,2025,LAC,DAL,away,1.50,50.50,00-0037617,24.50,0.68,4000,26.00,0.17,0.03,,,2025-12-22T23:01:53Z
Velus Jones Jr.,RB,16,2025,SEA,LA,home,-1.50,42.50,00-0037745,22.00,0.05,,3.00,,,,,2025-12-22T23:01:53Z
Brian Robinson Jr.,RB,16,2025,SF,IND,away,-4.50,45.50,00-0037746,25.00,4.75,,10.00,,,,,2025-12-22T23:01:53Z
Kyren Williams,RB,16,2025,LA,SEA,away,1.50,42.50,00-0037840,20.50,11.95,,7.00,,3.00,,,2025-12-22T23:01:53Z
Breece Hall,RB,16,2025,NYJ,NO,away,6.50,39.50,00-0038120,16.50,13.33,5900,17.00,2.26,9.14,5.98,-2.14,2025-12-22T23:01:53Z
Kenneth Walker III,RB,16,2025,SEA,LA,home,-1.50,42.50,00-0038134,22.00,10.65,,3.00,,14.00,,,2025-12-22T23:01:53Z
Eric Gray,RB,16,2025,NYG,MIN,home,2.50,41.50,00-0038396,19.50,0.13,4000,15.00,0.03,0.00,,,2025-12-22T23:01:53Z
Evan Hull,RB,16,2025,NO,NYJ,home,-6.50,39.50,00-0038397,23.00,6.97,4500,30.00,1.55,0.83,0.91,0.35,2025-12-22T23:01:53Z
Zavier Scott,RB,16,2025,MIN,NYG,away,-2.50,41.50,00-0038440,22.00,1.29,4000,31.00,0.32,0.01,,,2025-12-22T23:01:53Z
Keaton Mitchell,RB,16,2025,BAL,NE,home,-3.50,48.50,00-0038454,26.00,6.12,,5.00,,,,,2025-12-22T23:01:53Z
Bijan Robinson,RB,16,2025,ATL,ARI,away,-2.50,48.50,00-0038542,25.50,22.15,8700,28.00,2.55,24.84,22.32,-3.02,2025-12-22T23:01:53Z
Tank Bigsby,RB,16,2025,PHI,WAS,away,-7.00,43.50,00-0038555,25.25,2.32,,27.00,,,,,2025-12-22T23:01:53Z
Chase Brown,RB,16,2025,CIN,MIA,away,-3.50,48.50,00-0038597,26.00,15.16,6900,18.00,2.20,10.67,9.96,-0.65,2025-12-22T23:01:53Z
Chris Rodriguez Jr.,RB,16,2025,WAS,PHI,home,7.00,43.50,00-0038611,18.25,6.82,,22.00,,,,,2025-12-22T23:01:53Z
Chris Brooks,RB,16,2025,GB,CHI,away,1.50,45.50,00-0038685,22.00,3.07,,12.00,,,,,2025-12-22T23:01:53Z
Emari Demercado,RB,16,2025,ARI,ATL,home,2.50,48.50,00-0038705,23.00,6.58,4600,19.00,1.43,1.01,1.55,0.80,2025-12-22T23:01:53Z
Hunter Luepke,RB,16,2025,DAL,LAC,home,-1.50,50.50,00-0038738,26.00,1.27,4000,11.00,0.32,0.02,,,2025-12-22T23:01:53Z
Jaleel McLaughlin,RB,16,2025,DEN,JAX,home,-3.50,46.50,00-0038794,25.00,4.75,4000,4.00,1.19,0.03,0.13,0.10,2025-12-22T23:01:53Z
Emanuel Wilson,RB,16,2025,GB,CHI,away,1.50,45.50,00-0038797,22.00,4.80,,12.00,,,,,2025-12-22T23:01:53Z
Sean Tucker,RB,16,2025,TB,CAR,away,-3.00,44.50,00-0038951,23.75,2.83,4200,24.00,0.67,0.03,0.38,0.35,2025-12-22T23:01:53Z
Tyjae Spears,RB,16,2025,TEN,KC,home,3.50,37.50,00-0039032,17.00,8.62,4900,5.00,1.76,0.54,1.10,0.58,2025-12-22T23:01:53Z
De'Von Achane,RB,16,2025,MIA,CIN,home,3.50,48.50,00-0039040,22.50,21.37,8800,32.00,2.43,20.72,19.24,-1.31,2025-12-22T23:01:53Z
Jahmyr Gibbs,RB,16,2025,DET,PIT,home,-7.50,52.50,00-0039139,30.00,21.74,8500,12.00,2.56,27.80,23.96,-3.84,2025-12-22T23:01:53Z
Zach Charbonnet,RB,16,2025,SEA,LA,home,-1.50,42.50,00-0039165,22.00,7.47,,3.00,,0.00,,,2025-12-22T23:01:53Z
Bucky Irving,RB,16,2025,TB,CAR,away,-3.00,44.50,00-0039361,23.75,14.26,6700,24.00,2.13,7.96,11.00,3.25,2025-12-22T23:01:53Z
Sione Vaki,RB,16,2025,DET,PIT,home,-7.50,52.50,00-0039364,30.00,0.26,4000,12.00,0.07,0.03,,,2025-12-22T23:01:53Z
Audric Estime,RB,16,2025,NO,NYJ,home,-6.50,39.50,00-0039373,23.00,8.86,5000,30.00,1.77,2.20,2.87,1.14,2025-12-22T23:01:53Z
Tyrone Tracy Jr.,RB,16,2025,NYG,MIN,home,2.50,41.50,00-0039384,19.50,11.64,5700,15.00,2.04,2.86,5.72,2.85,2025-12-22T23:01:53Z
Kimani Vidal,RB,16,2025,LAC,DAL,away,1.50,50.50,00-0039391,24.50,9.09,5300,26.00,1.72,1.57,2.41,0.84,2025-12-22T23:01:53Z
Jawhar Jordan,RB,16,2025,HOU,LV,home,-14.50,39.50,00-0039405,27.00,4.18,5000,23.00,0.84,0.36,0.03,-0.31,2025-12-22T23:01:53Z
Dylan Laube,RB,16,2025,LV,HOU,away,14.50,39.50,00-0039407,12.50,1.13,4000,9.00,0.28,0.01,,,2025-12-22T23:01:53Z
Blake Corum,RB,16,2025,LA,SEA,away,1.50,42.50,00-0039738,20.50,8.13,,7.00,,0.00,,,2025-12-22T23:01:53Z
Will Shipley,RB,16,2025,PHI,WAS,away,-7.00,43.50,00-0039746,25.25,1.39,,27.00,,,,,2025-12-22T23:01:53Z
Rasheen Ali,RB,16,2025,BAL,NE,home,-3.50,48.50,00-0039796,26.00,3.71,,5.00,,,,,2025-12-22T23:01:53Z
Isaiah Davis,RB,16,2025,NYJ,NO,away,6.50,39.50,00-0039798,16.50,6.03,4400,17.00,1.37,0.22,0.27,0.06,2025-12-22T23:01:53Z
Jaylen Wright,RB,16,2025,MIA,CIN,home,3.50,48.50,00-0039874,22.50,3.30,4800,32.00,0.69,0.08,0.01,-0.16,2025-12-22T23:01:53Z
Ray Davis,RB,16,2025,BUF,CLE,away,-10.50,41.50,00-0039875,26.00,1.81,4000,14.00,0.45,0.01,0.02,0.01,2025-12-22T23:01:53Z
Brashard Smith,RB,16,2025,KC,TEN,away,-3.50,37.50,00-0040078,20.50,4.66,4000,20.00,1.16,0.08,,,2025-12-22T23:01:53Z
Ashton Jeanty,RB,16,2025,LV,HOU,away,14.50,39.50,00-0040122,12.50,14.47,5600,9.00,2.58,11.73,5.89,-5.31,2025-12-22T23:01:53Z
Kaleb Johnson,RB,16,2025,PIT,DET,away,7.50,52.50,00-0040142,22.50,1.46,4000,1.00,0.37,0.12,0.01,-0.11,2025-12-22T23:01:53Z
DJ Giddens,RB,16,2025,IND,SF,home,4.50,45.50,00-0040179,20.50,1.01,,16.00,,,,,2025-12-22T23:01:53Z
Ollie Gordon II,RB,16,2025,MIA,CIN,home,3.50,48.50,00-0040198,22.50,2.88,4300,32.00,0.67,0.06,0.13,0.08,2025-12-22T23:01:53Z
Tahj Brooks,RB,16,2025,CIN,MIA,away,-3.50,48.50,00-0040208,26.00,0.70,4000,18.00,0.17,0.04,,,2025-12-22T23:01:53Z
Kyle Monangai,RB,16,2025,CHI,GB,home,-1.50,45.50,00-0040236,23.50,8.64,,8.00,,,,,2025-12-22T23:01:53Z
LeQuint Allen Jr.,RB,16,2025,JAX,DEN,away,3.50,46.50,00-0040238,21.50,4.86,4000,2.00,1.22,0.08,,,2025-12-22T23:01:53Z
Jacory Croskey-Merritt,RB,16,2025,WAS,PHI,home,7.00,43.50,00-0040242,18.25,5.45,,22.00,,,,,2025-12-22T23:01:53Z
Raheim Sanders,RB,16,2025,CLE,BUF,home,10.50,41.50,00-0040466,15.50,0.53,4000,29.00,0.13,0.04,,,2025-12-22T23:01:53Z
Nathan Carter,RB,16,2025,ATL,ARI,away,-2.50,48.50,00-0040547,25.50,0.05,4000,28.00,0.01,0.00,,,2025-12-22T23:01:53Z
Corey Kiner,RB,16,2025,ARI,ATL,home,2.50,48.50,00-0040556,23.00,1.04,4000,19.00,0.26,0.02,0.14,0.12,2025-12-22T23:01:53Z
Woody Marks,RB,16,2025,HOU,LV,home,-14.50,39.50,00-0040583,27.00,11.35,6600,23.00,1.72,4.26,2.28,-1.95,2025-12-22T23:01:53Z
Trevor Etienne,RB,16,2025,CAR,TB,home,3.00,44.50,00-0040644,20.75,0.56,4000,25.00,0.14,0.01,,,2025-12-22T23:01:53Z
Omarion Hampton,RB,16,2025,LAC,DAL,away,1.50,50.50,00-0040666,24.50,12.37,5800,26.00,2.13,7.94,7.77,-0.17,2025-12-22T23:01:53Z
Jarquez Hunter,RB,16,2025,LA,SEA,away,1.50,42.50,00-0040692,20.50,0.26,,7.00,,,,,2025-12-22T23:01:53Z
RJ Harvey,RB,16,2025,DEN,JAX,home,-3.50,46.50,00-0040730,25.00,13.02,6200,4.00,2.10,8.07,7.55,-0.52,2025-12-22T23:01:53Z
TreVeyon Henderson,RB,16,2025,NE,BAL,away,3.50,48.50,00-0040734,22.50,12.97,,20.00,,,,,2025-12-22T23:01:53Z
Quinshon Judkins,RB,16,2025,CLE,BUF,home,10.50,41.50,00-0040784,15.50,13.45,6000,29.00,2.24,12.00,9.83,-1.96,2025-12-22T23:01:53Z
Adam Thielen,WR,16,2025,PIT,DET,away,7.50,52.50,00-0030035,22.50,3.41,3200,31.00,1.07,0.22,0.05,-0.18,2025-12-22T23:01:53Z
Keenan Allen,WR,16,2025,LAC,DAL,away,1.50,50.50,00-0030279,24.50,9.31,4800,32.00,1.94,5.41,5.19,-0.22,2025-12-22T23:01:53Z
DeAndre Hopkins,WR,16,2025,BAL,NE,home,-3.50,48.50,00-0030564,26.00,3.85,,15.00,,,,,2025-12-22T23:01:53Z
Brandin Cooks,WR,16,2025,BUF,CLE,away,-10.50,41.50,00-0031236,26.00,2.15,3000,6.00,0.72,0.02,0.83,0.80,2025-12-22T23:01:53Z
Mike Evans,WR,16,2025,TB,CAR,away,-3.00,44.50,00-0031408,23.75,12.91,6300,13.00,2.05,7.51,10.73,3.15,2025-12-22T23:01:53Z
Stefon Diggs,WR,16,2025,NE,BAL,away,3.50,48.50,00-0031588,22.50,10.74,,21.00,,,,,2025-12-22T23:01:53Z
Tyler Lockett,WR,16,2025,LV,HOU,away,14.50,39.50,00-0032211,12.50,4.83,3400,3.00,1.42,0.64,0.09,-0.48,2025-12-22T23:01:53Z
Chris Moore,WR,16,2025,WAS,PHI,home,7.00,43.50,00-0032398,18.25,2.43,,10.00,,,,,2025-12-22T23:01:53Z
Kalif Raymond,WR,16,2025,DET,PIT,home,-7.50,52.50,00-0032464,30.00,4.33,3100,25.00,1.40,0.82,0.03,-0.80,2025-12-22T23:01:53Z
Demarcus Robinson,WR,16,2025,SF,IND,away,-4.50,45.50,00-0032775,25.00,4.91,,30.00,,,,,2025-12-22T23:01:53Z
Laquon Treadwell,WR,16,2025,IND,SF,home,4.50,45.50,00-0032951,20.50,0.27,,19.00,,,,,2025-12-22T23:01:53Z
Kendrick Bourne,WR,16,2025,SF,IND,away,-4.50,45.50,00-0033307,25.00,6.72,,30.00,,,,,2025-12-22T23:01:53Z
Tim Patrick,WR,16,2025,JAX,DEN,away,3.50,46.50,00-0033375,21.50,2.61,3500,8.00,0.75,0.16,0.14,-0.02,2025-12-22T23:01:53Z
Mack Hollins,WR,16,2025,NE,BAL,away,3.50,48.50,00-0033555,22.50,8.16,,21.00,,,,,2025-12-22T23:01:53Z
JuJu Smith-Schuster,WR,16,2025,KC,TEN,away,-3.50,37.50,00-0033857,20.50,6.60,,27.00,,0.00,0.92,0.92,2025-12-22T23:01:53Z
Cooper Kupp,WR,16,2025,SEA,LA,home,-1.50,42.50,00-0033908,22.00,9.13,,28.00,,2.00,,,2025-12-22T23:01:53Z
Chris Godwin Jr.,WR,16,2025,TB,CAR,away,-3.00,44.50,00-0033921,23.75,11.13,5300,13.00,2.10,4.12,3.54,-1.09,2025-12-22T23:01:53Z
Marquez Valdes-Scantling,WR,16,2025,PIT,DET,away,7.50,52.50,00-0034272,22.50,3.76,3000,31.00,1.25,0.60,0.11,-0.50,2025-12-22T23:01:53Z
Courtland Sutton,WR,16,2025,DEN,JAX,home,-3.50,46.50,00-0034348,25.00,12.91,5700,20.00,2.26,12.38,8.57,-3.81,2025-12-22T23:01:53Z
Cedrick Wilson Jr.,WR,16,2025,MIA,CIN,home,3.50,48.50,00-0034418,22.50,0.50,3000,4.00,0.17,0.02,,,2025-12-22T23:01:53Z
Trent Sherfield Sr.,WR,16,2025,ARI,ATL,home,2.50,48.50,00-0034487,23.00,0.63,3000,23.00,0.21,0.02,,,2025-12-22T23:01:53Z
Christian Kirk,WR,16,2025,HOU,LV,home,-14.50,39.50,00-0034775,27.00,4.59,3200,26.00,1.43,0.34,1.85,1.49,2025-12-22T23:01:53Z
DJ Moore,WR,16,2025,CHI,GB,home,-1.50,45.50,00-0034827,23.50,11.05,,18.00,,,,,2025-12-22T23:01:53Z
Dante Pettis,WR,16,2025,NO,NYJ,home,-6.50,39.50,00-0034860,23.00,3.08,3000,11.00,1.03,0.06,0.54,0.47,2025-12-22T23:01:53Z
Jakobi Meyers,WR,16,2025,JAX,DEN,away,3.50,46.50,00-0034960,21.50,12.45,5500,8.00,2.26,8.86,4.86,-4.00,2025-12-22T23:01:53Z
Ashton Dulin,WR,16,2025,IND,SF,home,4.50,45.50,00-0035021,20.50,0.00,,19.00,,,,,2025-12-22T23:01:53Z
Olamide Zaccheaus,WR,16,2025,CHI,GB,home,-1.50,45.50,00-0035208,23.50,7.81,,18.00,,,,,2025-12-22T23:01:53Z
Scotty Miller,WR,16,2025,PIT,DET,away,7.50,52.50,00-0035298,22.50,1.91,3000,31.00,0.64,0.36,,,2025-12-22T23:01:53Z
David Sills V,WR,16,2025,ATL,ARI,away,-2.50,48.50,00-0035359,25.50,7.03,3700,16.00,1.90,1.16,0.26,-1.02,2025-12-22T23:01:53Z
Lil'Jordan Humphrey,WR,16,2025,DEN,JAX,home,-3.50,46.50,00-0035406,25.00,4.13,3100,20.00,1.33,0.21,0.09,-0.12,2025-12-22T23:01:53Z
Darius Slayton,WR,16,2025,NYG,MIN,home,2.50,41.50,00-0035535,19.50,8.67,4200,2.00,2.07,3.46,4.36,0.91,2025-12-22T23:01:53Z
Tom Kennedy,WR,16,2025,DET,PIT,home,-7.50,52.50,00-0035544,30.00,1.35,3000,25.00,0.45,0.04,,,2025-12-22T23:01:53Z
Alex Bachman,WR,16,2025,LV,HOU,away,14.50,39.50,00-0035602,12.50,0.30,3000,3.00,0.10,0.02,,,2025-12-22T23:01:53Z
DK Metcalf,WR,16,2025,PIT,DET,away,7.50,52.50,00-0035640,22.50,14.35,5400,31.00,2.66,23.47,9.50,-13.97,2025-12-22T23:01:53Z
Gunner Olszewski,WR,16,2025,NYG,MIN,home,2.50,41.50,00-0035645,19.50,0.65,3000,2.00,0.22,0.01,1.61,1.60,2025-12-22T23:01:53Z
Terry McLaurin,WR,16,2025,WAS,PHI,home,7.00,43.50,00-0035659,18.25,12.04,,10.00,,,,,2025-12-22T23:01:53Z
Marquise Brown,WR,16,2025,KC,TEN,away,-3.50,37.50,00-0035662,20.50,8.89,3900,27.00,2.28,9.32,3.58,-5.83,2025-12-22T23:01:53Z
A.J. Brown,WR,16,2025,PHI,WAS,away,-7.00,43.50,00-0035676,25.25,15.73,,24.00,,,,,2025-12-22T23:01:53Z
Deebo Samuel Sr.,WR,16,2025,WAS,PHI,home,7.00,43.50,00-0035719,18.25,10.95,,10.00,,,,,2025-12-22T23:01:53Z
Cody White,WR,16,2025,SEA,LA,home,-1.50,42.50,00-0035891,22.00,0.75,,28.00,,0.00,,,2025-12-22T23:01:53Z
James Proche II,WR,16,2025,TEN,KC,home,3.50,37.50,00-0036133,17.00,1.18,3000,14.00,0.39,0.00,,,2025-12-22T23:01:53Z
